sample_id,elv_angle,shoulder_elv,shoulder_rot,elbow_flexion,pro_sup,deviation,flexion
anchor__neutral,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
sobol__0000001,39.56045601,73.69340909,60.96192943,51.27948377,-38.92666481,6.98472613,-17.20108976
sobol__0000009,73.31045601,98.06840909,-23.41307057,10.65448377,51.07333519,-3.95277387,-39.70108976
sobol__0000017,45.18545601,118.38090909,46.89942943,104.09198377,-73.92666481,8.07847613,39.04891024
sobol__0000025,56.43545601,94.00590909,-18.72557057,95.96698377,16.07333519,19.01597613,16.54891024
sobol__0000033,31.12295601,108.22465909,11.74317943,118.31073377,-16.42666481,9.71910113,10.92391024
sobol__0000041,64.87295601,67.59965909,21.11817943,77.68573377,73.57333519,16.28160113,48.42391024
sobol__0000049,47.99795601,87.91215909,-58.56932057,32.99823377,-51.42666481,4.25035113,-45.32608976
sobol__0000057,59.24795601,128.53715909,82.05567943,24.87323377,38.57333519,-2.31214887,-7.82608976
sobol__0000065,38.15420601,125.49028409,-43.33494557,90.88885877,64.82333519,-8.05433637,53.11141024
sobol__0000073,71.90420601,84.86528409,78.54005443,99.01385877,-5.17666481,2.88316363,0.61141024
sobol__0000081,43.77920601,72.67778409,-1.14744557,13.70135877,29.82333519,23.66441363,-3.13858976
sobol__0000089,55.02920601,113.30278409,26.97755443,54.32635877,-40.17666481,12.72691363,-55.63858976
sobol__0000097,35.34170601,90.95903409,38.69630443,31.98260877,42.32333519,20.93003863,-31.26358976
sobol__0000105,69.09170601,115.33403409,-8.17869557,40.10760877,-27.67666481,14.36753863,-23.76358976
sobol__0000113,52.21670601,103.14653409,62.13380443,76.67010877,7.32333519,-6.41371137,24.98641024
sobol__0000121,63.46670601,78.77153409,-40.99119557,117.29510877,-62.67666481,0.14878863,32.48641024
sobol__0000129,40.26358101,99.59184659,18.18849193,43.66229627,24.19833519,18.60581988,2.95516024
sobol__0000137,74.01358101,75.21684659,8.81349193,19.28729627,-45.80166481,7.66831988,55.45516024
sobol__0000145,45.88858101,95.52934659,88.50099193,128.97479627,69.19833519,-4.36293012,-53.29483976
sobol__0000153,57.13858101,119.90434659,-52.12400807,72.09979627,-0.80166481,6.57456988,-0.79483976
sobol__0000161,31.82608101,65.06059659,-31.03025807,110.69354627,1.69833519,-1.62855512,-25.16983976
sobol__0000169,65.57608101,105.68559659,53.34474193,86.31854627,-68.30166481,4.93394488,-32.66983976
sobol__0000177,48.70108101,125.99809659,-16.96775807,57.88104627,46.69833519,16.96519488,31.08016024
sobol__0000185,59.95108101,85.37309659,48.65724193,1.00604627,-23.30166481,10.40269488,23.58016024
sobol__0000193,36.04483101,82.32622159,-8.76463307,67.02167127,-79.55166481,12.31675738,-39.23233976
sobol__0000201,69.79483101,122.95122159,38.11036693,123.89667127,10.44833519,23.25425738,-16.73233976
sobol__0000209,41.66983101,110.76372159,-32.20213307,22.33417127,-34.55166481,2.47300738,17.01766024
sobol__0000217,52.91983101,70.13872159,70.92286693,46.70917127,55.44833519,-8.46449262,39.51766024
sobol__0000225,33.23233101,116.85747159,73.26661693,8.11542127,-57.05166481,0.83238238,45.14266024
sobol__0000233,66.98233101,92.48247159,-48.60838307,64.99042127,32.94833519,-5.73011762,7.64266024
sobol__0000241,50.10733101,80.29497159,31.07911693,85.30292127,-12.05166481,15.05113238,-11.10733976
sobol__0000249,61.35733101,104.66997159,2.95411693,109.67792127,77.94833519,21.61363238,-48.60733976
sobol__0000257,38.50576851,121.17387784,-1.44041432,24.11151502,3.88583519,4.18199176,-56.81046476
sobol__0000265,72.25576851,96.79887784,26.68458568,48.48651502,-66.11416481,-2.38050824,-4.31046476
