sample_id,elv_angle,shoulder_elv,shoulder_rot,elbow_flexion,pro_sup,deviation,flexion
anchor__abduction_45,0.00000000,45.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
sobol__0000004,17.06045601,57.44340909,79.71192943,2.52948377,21.07333519,20.10972613,27.79891024
sobol__0000012,5.81045601,16.81840909,-42.16307057,59.40448377,-48.92666481,9.17222613,35.29891024
sobol__0000020,22.68545601,4.63090909,28.14942943,87.84198377,66.07333519,-5.04652387,-35.95108976
sobol__0000028,-11.06454399,45.25590909,0.02442943,112.21698377,-3.92666481,5.89097613,-28.45108976
sobol__0000036,8.62295601,26.97465909,-7.00682057,69.56073377,3.57333519,-3.40589887,-4.07608976
sobol__0000044,-2.62704399,51.34965909,39.86817943,126.43573377,-66.42666481,3.15660113,-56.57608976
sobol__0000052,25.49795601,39.16215909,-39.81932057,16.74823377,48.57333519,17.37535113,59.67391024
sobol__0000060,-8.25204399,14.78715909,63.30567943,41.12323377,-21.42666481,10.81285113,7.17391024
sobol__0000068,15.65420601,11.74028409,-24.58494557,107.13885877,-75.17666481,13.82066363,-51.88858976
sobol__0000076,4.40420601,36.11528409,59.79005443,82.76385877,14.82333519,24.75816363,-14.38858976
sobol__0000084,21.27920601,56.42778409,-19.89744557,62.45135877,-30.17666481,1.78941363,11.86141024
sobol__0000092,-12.47079399,32.05278409,45.72755443,5.57635877,59.82333519,-9.14808637,49.36141024
sobol__0000100,12.84170601,42.20903409,19.94630443,48.23260877,-57.67666481,-0.94496137,43.73641024
sobol__0000108,1.59170601,1.58403409,10.57130443,23.85760877,32.32333519,-7.50746137,21.23641024
sobol__0000116,29.71670601,21.89653409,80.88380443,125.42010877,-12.67666481,15.46128863,-20.01358976
sobol__0000124,-4.03329399,62.52153409,-59.74119557,68.54510877,77.32333519,22.02378863,-42.51358976
sobol__0000132,17.76358101,18.34184659,36.93849193,27.41229627,-35.80166481,5.48081988,-12.04483976
sobol__0000140,6.51358101,58.96684659,-9.93650807,35.53729627,54.19833519,-5.45668012,-49.54483976
sobol__0000148,23.38858101,46.77934659,69.75099193,80.22479627,-70.80166481,8.76206988,51.70516024
sobol__0000156,-10.36141899,6.15434659,-33.37400807,120.84979627,19.19833519,19.69956988,14.20516024
sobol__0000164,9.32608101,48.81059659,-49.78025807,94.44354627,-18.30166481,11.49644488,19.83016024
sobol__0000172,-1.92391899,24.43559659,72.09474193,102.56854627,71.69833519,18.05894488,42.33016024
sobol__0000180,26.20108101,12.24809659,1.78224193,9.13104627,-53.30166481,3.84019488,-43.91983976
sobol__0000188,-7.54891899,36.62309659,29.90724193,49.75604627,36.69833519,-2.72230512,-21.41983976
sobol__0000196,13.54483101,33.57622159,9.98536693,115.77167127,60.44833519,-9.55824262,35.76766024
sobol__0000204,2.29483101,9.20122159,19.36036693,75.14667127,-9.55166481,1.37925738,28.26766024
sobol__0000212,19.16983101,29.51372159,-50.95213307,38.58417127,25.44833519,24.34800738,-27.98233976
sobol__0000220,-14.58016899,53.88872159,89.67286693,30.45917127,-44.55166481,13.41050738,-35.48233976
sobol__0000228,10.73233101,3.10747159,54.51661693,56.86542127,42.94833519,22.70738238,-59.85733976
sobol__0000236,-0.51766899,43.73247159,-29.85838307,16.24042127,-27.05166481,16.14488238,-7.35733976
sobol__0000244,27.60733101,64.04497159,49.82911693,101.55292127,7.94833519,-6.82386762,3.89266024
sobol__0000252,-6.14266899,23.41997159,-15.79588307,93.42792127,-62.05166481,-0.26136762,56.39266024
sobol__0000260,16.00576851,7.42387784,-20.19041432,40.36151502,-16.11416481,17.30699176,48.18953524
sobol__0000268,4.75576851,48.04887784,45.43458568,32.23651502,73.88583519,10.74449176,10.68953524
sobol__0000276,21.63076851,60.23637784,-24.87791432,117.54901502,-51.11416481,-1.28675824,-8.06046476
sobol__0000284,-12.11923149,19.61137784,59.49708568,76.92401502,38.88583519,5.27574176,-45.56046476
sobol__0000292,7.56826851,37.89262784,85.27833568,99.26776502,-38.61416481,-4.02113324,-39.93546476
sobol__0000300,-3.68173149,13.51762784,-55.34666432,91.14276502,51.38583519,6.91636676,-17.43546476
sobol__0000308,24.44326851,25.70512784,24.34083568,54.58026502,-73.61416481,18.94761676,16.31453524
sobol__0000316,-9.30673149,50.08012784,14.96583568,13.95526502,16.38583519,8.01011676,38.81453524
sobol__0000324,14.59951851,53.12700284,25.51271068,77.93964002,40.13583519,14.84605426,-23.99796476
sobol__0000332,3.34951851,28.75200284,-2.61228932,118.56464002,-29.86416481,21.40855426,-31.49796476
sobol__0000340,20.22451851,8.43950284,77.07521068,25.12714002,5.13583519,0.62730426,32.25203524
sobol__0000348,-13.52548149,32.81450284,-44.79978932,33.25214002,-64.86416481,-5.93519574,24.75203524
sobol__0000356,11.78701851,22.65825284,-37.76853932,10.90839002,62.63583519,2.26792926,0.37703524
sobol__0000364,0.53701851,63.28325284,65.35646068,51.53339002,-7.36416481,-8.66957074,52.87703524
sobol__0000372,28.66201851,42.97075284,-4.95603932,96.22089002,27.63583519,12.11167926,-55.87296476
sobol__0000380,-5.08798149,2.34575284,41.91896068,104.34589002,-42.36416481,23.04917926,-3.37296476
sobol__0000388,18.11514351,46.52544034,-54.76072682,64.22870252,0.76083519,4.59214801,-31.96671476
sobol__0000396,6.86514351,5.90044034,85.86427318,7.35370252,-69.23916481,-1.97035199,-24.46671476
sobol__0000404,23.74014351,18.08794034,6.17677318,108.91620252,45.76083519,10.06089801,24.28328524
sobol__0000412,-10.00985649,58.71294034,15.55177318,84.54120252,-24.23916481,16.62339801,31.78328524
sobol__0000420,9.67764351,16.05669034,50.70802318,123.13495252,23.26083519,8.42027301,56.15828524
sobol__0000428,-1.57235649,40.43169034,-14.91697682,66.25995252,-46.73916481,19.35777301,3.65828524
sobol__0000436,26.55264351,52.61919034,55.39552318,45.94745252,68.26083519,7.32652301,-0.09171476
sobol__0000444,-7.19735649,28.24419034,-28.97947682,21.57245252,-1.73916481,-3.61097699,-52.59171476
sobol__0000452,13.89639351,31.29106534,68.28614818,85.55682752,-55.48916481,-6.61878949,8.34578524
sobol__0000460,2.64639351,55.66606534,-34.83885182,109.93182752,34.51083519,-0.05628949,45.84578524
sobol__0000468,19.52139351,35.35356534,35.47364818,0.24432752,-10.48916481,20.72496051,-47.90421476
sobol__0000476,-14.22860649,10.97856534,-11.40135182,57.11932752,79.51083519,14.16246051,-10.40421476
sobol__0000484,11.08389351,61.75981534,5.00489818,18.52557752,-77.98916481,23.45933551,-16.02921476
sobol__0000492,-0.16610649,21.13481534,33.12989818,42.90057752,12.01083519,12.52183551,-38.52921476
sobol__0000500,27.95889351,0.82231534,-46.55760182,71.33807752,-32.98916481,-8.25941449,40.22078524
sobol__0000508,-5.79110649,41.44731534,75.31739818,128.21307752,57.01083519,2.67808551,17.72078524
sobol__0000516,16.88467476,25.07036222,-44.65330495,126.56268690,53.10458519,0.52476520,-42.16202726
