sample_id,elv_angle,shoulder_elv,shoulder_rot,elbow_flexion,pro_sup,deviation,flexion
anchor__scaption_90,45.00000000,90.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
sobol__0000006,62.06045601,24.94340909,42.21192943,35.02948377,-18.92666481,-6.14027387,57.79891024
sobol__0000014,50.81045601,49.31840909,-4.66307057,26.90448377,71.07333519,0.42222613,5.29891024
sobol__0000022,67.68545601,37.13090909,65.64942943,120.34198377,-53.92666481,21.20347613,-5.95108976
sobol__0000030,33.93545601,12.75590909,-37.47557057,79.71698377,36.07333519,14.64097613,-58.45108976
sobol__0000038,53.62295601,59.47465909,-44.50682057,102.06073377,-36.42666481,22.84410113,-34.07608976
sobol__0000046,42.37295601,18.84965909,77.36817943,93.93573377,53.57333519,11.90660113,-26.57608976
sobol__0000054,70.49795601,6.66215909,-2.31932057,49.24823377,-71.42666481,-8.87464887,29.67391024
sobol__0000062,36.74795601,47.28715909,25.80567943,8.62323377,18.57333519,2.06285113,37.17391024
sobol__0000070,60.65420601,44.24028409,12.91505443,74.63885877,44.82333519,5.07066363,-21.88858976
sobol__0000078,49.40420601,3.61528409,22.29005443,115.26385877,-25.17666481,-1.49183637,-44.38858976
sobol__0000086,66.27920601,23.92778409,-57.39744557,29.95135877,9.82333519,10.53941363,41.86141024
sobol__0000094,32.52920601,64.55278409,83.22755443,38.07635877,-60.17666481,17.10191363,19.36141024
sobol__0000102,57.84170601,9.70903409,57.44630443,15.73260877,62.32333519,7.80503863,13.73641024
sobol__0000110,46.59170601,34.08403409,-26.92869557,56.35760877,-7.67666481,18.74253863,51.23641024
sobol__0000118,74.71670601,54.39653409,43.38380443,92.92010877,27.32333519,6.71128863,-50.01358976
sobol__0000126,40.96670601,30.02153409,-22.24119557,101.04510877,-42.67666481,-4.22621137,-12.51358976
sobol__0000134,62.76358101,50.84184659,74.43849193,59.91229627,4.19833519,14.23081988,-42.04483976
sobol__0000142,51.51358101,26.46684659,-47.43650807,3.03729627,-65.80166481,20.79331988,-19.54483976
sobol__0000150,68.38858101,14.27934659,32.25099193,112.72479627,49.19833519,0.01206988,21.70516024
sobol__0000158,34.63858101,38.65434659,4.12599193,88.34979627,-20.80166481,-6.55043012,44.20516024
sobol__0000166,54.32608101,16.31059659,-12.28025807,126.94354627,21.69833519,2.74644488,49.83016024
sobol__0000174,43.07608101,56.93559659,34.59474193,70.06854627,-48.30166481,-8.19105512,12.33016024
sobol__0000182,71.20108101,44.74809659,-35.71775807,41.63104627,66.69833519,12.59019488,-13.91983976
sobol__0000190,37.45108101,4.12309659,67.40724193,17.25604627,-3.30166481,23.52769488,-51.41983976
sobol__0000198,58.54483101,1.07622159,-27.51463307,83.27167127,-59.55166481,16.69175738,5.76766024
sobol__0000206,47.29483101,41.70122159,56.86036693,107.64667127,30.44833519,10.12925738,58.26766024
sobol__0000214,64.16983101,62.01372159,-13.45213307,6.08417127,-14.55166481,-1.90199262,-57.98233976
sobol__0000222,30.41983101,21.38872159,52.17286693,62.95917127,75.44833519,4.66050738,-5.48233976
sobol__0000230,55.73233101,35.60747159,17.01661693,24.36542127,-77.05166481,-3.54261762,-29.85733976
sobol__0000238,44.48233101,11.23247159,7.64161693,48.74042127,12.94833519,7.39488238,-37.35733976
