sample_id,elv_angle,shoulder_elv,shoulder_rot,elbow_flexion,pro_sup,deviation,flexion
anchor__forward_90,90.00000000,90.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
sobol__0000003,-5.43954399,106.19340909,23.46192943,18.77948377,1.07333519,15.73472613,-47.20108976
sobol__0000011,28.31045601,65.56840909,14.08692943,43.15448377,-68.92666481,22.29722613,-9.70108976
sobol__0000019,0.18545601,85.88090909,84.39942943,71.59198377,46.07333519,-0.67152387,9.04891024
sobol__0000027,11.43545601,126.50590909,-56.22557057,128.46698377,-23.92666481,-7.23402387,46.54891024
sobol__0000035,-13.87704399,75.72465909,-25.75682057,85.81073377,23.57333519,0.96910113,40.92391024
sobol__0000043,19.87295601,100.09965909,58.61817943,110.18573377,-46.42666481,-9.96839887,18.42391024
sobol__0000051,2.99795601,120.41215909,-21.06932057,0.49823377,68.57333519,13.00035113,-15.32608976
sobol__0000059,14.24795601,96.03715909,44.55567943,57.37323377,-1.42666481,23.93785113,-37.82608976
sobol__0000067,-6.84579399,92.99028409,-5.83494557,123.38885877,-55.17666481,18.19566363,23.11141024
sobol__0000075,26.90420601,117.36528409,41.04005443,66.51385877,34.82333519,11.63316363,30.61141024
sobol__0000083,-1.22079399,105.17778409,-38.64744557,46.20135877,-10.17666481,-2.58558637,-33.13858976
sobol__0000091,10.02920601,80.80278409,64.47755443,21.82635877,79.82333519,3.97691363,-25.63858976
sobol__0000099,-9.65829399,123.45903409,76.19630443,64.48260877,-77.67666481,-5.31996137,-1.26358976
sobol__0000107,24.09170601,82.83403409,-45.67869557,7.60760877,12.32333519,5.61753863,-53.76358976
sobol__0000115,7.21670601,70.64653409,24.63380443,109.17010877,-32.67666481,19.83628863,54.98641024
sobol__0000123,18.46670601,111.27153409,-3.49119557,84.79510877,57.32333519,8.89878863,2.48641024
sobol__0000131,-4.73641899,67.09184659,55.68849193,11.16229627,-15.80166481,-7.64418012,32.95516024
sobol__0000139,29.01358101,107.71684659,-28.68650807,51.78729627,74.19833519,-1.08168012,25.45516024
sobol__0000147,0.88858101,128.02934659,51.00099193,96.47479627,-50.80166481,21.88706988,-23.29483976
sobol__0000155,12.13858101,87.40434659,-14.62400807,104.59979627,39.19833519,15.32456988,-30.79483976
sobol__0000163,-13.17391899,97.56059659,6.46974193,78.19354627,-38.30166481,24.62144488,-55.16983976
sobol__0000171,20.57608101,73.18559659,15.84474193,118.81854627,51.69833519,13.68394488,-2.66983976
sobol__0000179,3.70108101,93.49809659,-54.46775807,25.38104627,-73.30166481,-9.28480512,1.08016024
sobol__0000187,14.95108101,117.87309659,86.15724193,33.50604627,16.69833519,1.65269488,53.58016024
sobol__0000195,-8.95516899,114.82622159,-46.26463307,99.52167127,40.44833519,3.56675738,-9.23233976
sobol__0000203,24.79483101,90.45122159,75.61036693,91.39667127,-29.55166481,-2.99574262,-46.73233976
sobol__0000211,-3.33016899,78.26372159,5.29786693,54.83417127,5.44833519,11.22300738,47.01766024
sobol__0000219,7.91983101,102.63872159,33.42286693,14.20917127,-64.55166481,17.78550738,9.51766024
sobol__0000227,-11.76766899,84.35747159,35.76661693,40.61542127,62.94833519,9.58238238,15.14266024
sobol__0000235,21.98233101,124.98247159,-11.10838307,32.49042127,-7.05166481,20.51988238,37.64266024
sobol__0000243,5.10733101,112.79497159,68.57911693,117.80292127,27.94833519,6.30113238,-41.10733976
sobol__0000251,16.35733101,72.16997159,-34.54588307,77.17792127,-42.05166481,-4.63636762,-18.60733976
sobol__0000259,-6.49423149,88.67387784,-38.94041432,56.61151502,-36.11416481,12.93199176,-26.81046476
