sample_id,elv_angle,shoulder_elv,shoulder_rot,elbow_flexion,pro_sup,deviation,flexion
anchor__abduction_90,0.00000000,90.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
sobol__0000005,107.06045601,122.44340909,4.71192943,67.52948377,-58.92666481,2.60972613,-32.20108976
sobol__0000013,95.81045601,81.81840909,32.83692943,124.40448377,31.07333519,-8.32777387,-24.70108976
sobol__0000021,112.68545601,69.63090909,-46.85057057,22.84198377,-13.92666481,12.45347613,24.04891024
sobol__0000029,78.93545601,110.25590909,75.02442943,47.21698377,76.07333519,23.39097613,31.54891024
sobol__0000037,98.62295601,91.97465909,67.99317943,4.56073377,-76.42666481,14.09410113,55.92391024
sobol__0000045,87.37295601,116.34965909,-35.13182057,61.43573377,13.57333519,20.65660113,3.42391024
sobol__0000053,115.49795601,104.16215909,35.18067943,81.74823377,-31.42666481,-0.12464887,-0.32608976
sobol__0000061,81.74795601,79.78715909,-11.69432057,106.12323377,58.57333519,-6.68714887,-52.82608976
sobol__0000069,105.65420601,76.74028409,50.41505443,42.13885877,4.82333519,-3.67933637,8.11141024
sobol__0000077,94.40420601,101.11528409,-15.20994557,17.76385877,-65.17666481,7.25816363,45.61141024
sobol__0000085,111.27920601,121.42778409,55.10255443,127.45135877,49.82333519,19.28941363,-48.13858976
sobol__0000093,77.52920601,97.05278409,-29.27244557,70.57635877,-20.17666481,8.35191363,-10.63858976
sobol__0000101,102.84170601,107.20903409,-55.05369557,113.23260877,22.32333519,16.55503863,-16.26358976
sobol__0000109,91.59170601,66.58403409,85.57130443,88.85760877,-47.67666481,9.99253863,-38.76358976
sobol__0000117,119.71670601,86.89653409,5.88380443,60.42010877,67.32333519,-2.03871137,39.98641024
sobol__0000125,85.96670601,127.52153409,15.25880443,3.54510877,-2.67666481,4.52378863,17.48641024
sobol__0000133,107.76358101,83.34184659,-38.06150807,92.41229627,44.19833519,22.98081988,47.95516024
sobol__0000141,96.51358101,123.96684659,65.06349193,100.53729627,-25.80166481,12.04331988,10.45516024
sobol__0000149,113.38858101,111.77934659,-5.24900807,15.22479627,9.19833519,-8.73793012,-8.29483976
sobol__0000157,79.63858101,71.15434659,41.62599193,55.84979627,-60.80166481,2.19956988,-45.79483976
sobol__0000165,99.32608101,113.81059659,25.21974193,29.44354627,61.69833519,-6.00355512,-40.16983976
sobol__0000173,88.07608101,89.43559659,-2.90525807,37.56854627,-8.30166481,0.55894488,-17.66983976
sobol__0000181,116.20108101,77.24809659,76.78224193,74.13104627,26.69833519,21.34019488,16.08016024
sobol__0000189,82.45108101,101.62309659,-45.09275807,114.75604627,-43.30166481,14.77769488,38.58016024
sobol__0000197,103.54483101,98.57622159,84.98536693,50.77167127,-19.55166481,7.94175738,-24.23233976
sobol__0000205,92.29483101,74.20122159,-55.63963307,10.14667127,70.44833519,18.87925738,-31.73233976
sobol__0000213,109.16983101,94.51372159,24.04786693,103.58417127,-54.55166481,6.84800738,32.01766024
sobol__0000221,75.41983101,118.88872159,14.67286693,95.45917127,35.44833519,-4.08949262,24.51766024
sobol__0000229,100.73233101,68.10747159,-20.48338307,121.86542127,-37.05166481,5.20738238,0.14266024
sobol__0000237,89.48233101,108.73247159,45.14161693,81.24042127,52.94833519,-1.35511762,52.64266024
sobol__0000245,117.60733101,129.04497159,-25.17088307,36.55292127,-72.05166481,10.67613238,-56.10733976
sobol__0000253,83.85733101,88.41997159,59.20411693,28.42792127,17.94833519,17.23863238,-3.60733976
sobol__0000261,106.00576851,72.42387784,54.80958568,105.36151502,63.88583519,-0.19300824,-11.81046476
sobol__0000269,94.75576851,113.04887784,-29.56541432,97.23651502,-6.11416481,-6.75550824,-49.31046476
sobol__0000277,111.63076851,125.23637784,50.12208568,52.54901502,28.88583519,16.21324176,51.93953524
sobol__0000285,77.88076851,84.61137784,-15.50291432,11.92401502,-41.11416481,22.77574176,14.43953524
sobol__0000293,97.56826851,102.89262784,10.27833568,34.26776502,41.38583519,13.47886676,20.06453524
sobol__0000301,86.31826851,78.51762784,19.65333568,26.14276502,-28.61416481,24.41636676,42.56453524
sobol__0000309,114.44326851,90.70512784,-50.65916432,119.58026502,6.38583519,1.44761676,-43.68546476
sobol__0000317,80.69326851,115.08012784,89.96583568,78.95526502,-63.61416481,-9.48988324,-21.18546476
