sample_id,elv_angle,shoulder_elv,shoulder_rot,elbow_flexion,pro_sup,deviation,flexion
anchor__external_rotation,0.00000000,20.00000000,60.00000000,90.00000000,0.00000000,0.00000000,0.00000000
sobol__0000008,-16.68954399,33.06840909,51.58692943,75.65448377,-28.92666481,13.54722613,20.29891024
sobol__0000016,-44.81454399,53.38090909,-28.10057057,39.09198377,6.07333519,-9.42152387,-20.95108976
sobol__0000024,-33.56454399,29.00590909,56.27442943,30.96698377,-63.92666481,1.51597613,-43.45108976
sobol__0000032,-58.87704399,43.22465909,86.74317943,53.31073377,63.57333519,-7.78089887,-49.07608976
sobol__0000040,-25.12704399,2.59965909,-53.88182057,12.68573377,-6.42666481,-1.21839887,-11.57608976
sobol__0000048,-42.00204399,22.91215909,16.43067943,97.99823377,28.57333519,21.75035113,14.67391024
sobol__0000056,-30.75204399,63.53715909,7.05567943,89.87323377,-41.42666481,15.18785113,52.17391024
sobol__0000064,-51.84579399,60.49028409,31.66505443,25.88885877,-15.17666481,9.44566363,-6.88858976
sobol__0000072,-18.09579399,19.86528409,3.54005443,34.01385877,74.82333519,20.38316363,-59.38858976
sobol__0000080,-46.22079399,7.67778409,73.85255443,78.70135877,-50.17666481,6.16441363,56.86141024
sobol__0000088,-34.97079399,48.30278409,-48.02244557,119.32635877,39.82333519,-4.77308637,4.36141024
sobol__0000096,-54.65829399,25.95903409,-36.30369557,96.98260877,-37.67666481,3.43003863,28.73641024
sobol__0000104,-20.90829399,50.33403409,66.82130443,105.10760877,52.32333519,-3.13246137,36.23641024
sobol__0000112,-37.78329399,38.14653409,-12.86619557,11.67010877,-72.67666481,11.08628863,-35.01358976
sobol__0000120,-26.53329399,13.77153409,34.00880443,52.29510877,17.32333519,17.64878863,-27.51358976
sobol__0000128,-49.73641899,34.59184659,-56.81150807,108.66229627,-55.80166481,1.10581988,-57.04483976
sobol__0000136,-15.98641899,10.21684659,83.81349193,84.28729627,34.19833519,-9.83168012,-4.54483976
sobol__0000144,-44.11141899,30.52934659,13.50099193,63.97479627,-10.80166481,13.13706988,6.70516024
sobol__0000152,-32.86141899,54.90434659,22.87599193,7.09979627,79.19833519,24.07456988,59.20516024
sobol__0000160,-58.17391899,0.06059659,43.96974193,45.69354627,-78.30166481,15.87144488,34.83016024
sobol__0000168,-24.42391899,40.68559659,-21.65525807,21.31854627,11.69833519,22.43394488,27.33016024
sobol__0000176,-41.29891899,60.99809659,58.03224193,122.88104627,-33.30166481,-0.53480512,-28.91983976
sobol__0000184,-30.04891899,20.37309659,-26.34275807,66.00604627,56.69833519,-7.09730512,-36.41983976
sobol__0000192,-53.95516899,17.32622159,66.23536693,2.02167127,0.44833519,-5.18324262,20.76766024
sobol__0000200,-20.20516899,57.95122159,-36.88963307,58.89667127,-69.55166481,5.75425738,43.26766024
sobol__0000208,-48.33016899,45.76372159,42.79786693,87.33417127,45.44833519,19.97300738,-42.98233976
sobol__0000216,-37.08016899,5.13872159,-4.07713307,111.70917127,-24.55166481,9.03550738,-20.48233976
sobol__0000224,-56.76766899,51.85747159,-1.73338307,73.11542127,22.94833519,18.33238238,-14.85733976
sobol__0000232,-23.01766899,27.48247159,26.39161693,129.99042127,-47.05166481,11.76988238,-52.35733976
sobol__0000240,-39.89266899,15.29497159,-43.92088307,20.30292127,67.94833519,-2.44886762,48.89266024
sobol__0000248,-28.64266899,39.66997159,77.95411693,44.67792127,-2.05166481,4.11363238,11.39266024
sobol__0000256,-51.49423149,56.17387784,73.55958568,89.11151502,-76.11416481,21.68199176,3.18953524
sobol__0000264,-17.74423149,31.79887784,-48.31541432,113.48651502,13.88583519,15.11949176,55.68953524
sobol__0000272,-45.86923149,11.48637784,31.37208568,3.79901502,-31.11416481,-5.66175824,-53.06046476
sobol__0000280,-34.61923149,35.86137784,3.24708568,60.67401502,58.88583519,0.90074176,-0.56046476
sobol__0000288,-59.93173149,21.64262784,-8.47166432,18.01776502,-58.61416481,-8.39613324,-24.93546476
sobol__0000296,-26.18173149,62.26762784,38.40333568,42.39276502,31.38583519,2.54136676,-32.43546476
sobol__0000304,-43.05673149,41.95512784,-31.90916432,70.83026502,-13.61416481,23.32261676,31.31453524
sobol__0000312,-31.80673149,1.33012784,71.21583568,127.70526502,76.38583519,12.38511676,23.81453524
sobol__0000320,-52.90048149,4.37700284,-30.73728932,61.68964002,20.13583519,10.47105426,-38.99796476
sobol__0000328,-19.15048149,45.00200284,53.63771068,4.81464002,-49.86416481,17.03355426,-16.49796476
sobol__0000336,-47.27548149,57.18950284,-16.67478932,106.37714002,65.13583519,5.00230426,17.25203524
sobol__0000344,-36.02548149,16.56450284,48.95021068,82.00214002,-4.86416481,-1.56019574,39.75203524
sobol__0000352,-55.71298149,38.90825284,18.48146068,124.65839002,2.63583519,6.64292926,45.37703524
sobol__0000360,-21.96298149,14.53325284,9.10646068,67.78339002,-67.36416481,-4.29457074,7.87703524
sobol__0000368,-38.83798149,26.72075284,88.79396068,47.47089002,47.63583519,7.73667926,-10.87296476
sobol__0000376,-27.58798149,51.09575284,-51.83103932,23.09589002,-22.36416481,18.67417926,-48.37296476
sobol__0000384,-49.38485649,30.27544034,38.98927318,80.47870252,60.76083519,0.21714801,-16.96671476
sobol__0000392,-15.63485649,54.65044034,-7.88572682,121.10370252,-9.23916481,-6.34535199,-39.46671476
sobol__0000400,-43.75985649,34.33794034,62.42677318,27.66620252,25.76083519,14.43589801,39.28328524
sobol__0000408,-32.50985649,9.96294034,-40.69822682,35.79120252,-44.23916481,20.99839801,16.78328524
sobol__0000416,-57.82235649,64.80669034,-43.04197682,9.38495252,43.26083519,12.79527301,11.15828524
sobol__0000424,-24.07235649,24.18169034,78.83302318,50.00995252,-26.73916481,23.73277301,48.65828524
sobol__0000432,-40.94735649,3.86919034,-0.85447682,94.69745252,8.26083519,2.95152301,-45.09171476
sobol__0000440,-29.69735649,44.49419034,27.27052318,102.82245252,-61.73916481,-7.98597699,-7.59171476
sobol__0000448,-53.60360649,47.54106534,12.03614818,36.80682752,-35.48916481,-2.24378949,53.34578524
sobol__0000456,-19.85360649,6.91606534,21.41114818,28.68182752,54.51083519,4.31871051,0.84578524
sobol__0000464,-47.97860649,19.10356534,-58.27635182,113.99432752,-70.48916481,16.34996051,-2.90421476
sobol__0000472,-36.72860649,59.72856534,82.34864818,73.36932752,19.51083519,9.78746051,-55.40421476
sobol__0000480,-56.41610649,13.00981534,61.25489818,99.77557752,-17.98916481,19.08433551,-31.02921476
sobol__0000488,-22.66610649,37.38481534,-23.12010182,91.65057752,72.01083519,8.14683551,-23.52921476
sobol__0000496,-39.54110649,49.57231534,47.19239818,55.08807752,-52.98916481,-3.88441449,25.22078524
sobol__0000504,-28.29110649,25.19731534,-18.43260182,14.46307752,37.01083519,7.05308551,32.72078524
sobol__0000512,-50.61532524,41.32036222,49.09669505,12.81268690,33.10458519,4.89976520,-27.16202726
sobol__0000520,-16.86532524,0.69536222,-16.52830495,53.43768690,-56.89541481,-1.66273480,-34.66202726
sobol__0000528,-44.99032524,21.00786222,53.78419505,90.00018690,78.10458519,10.36851520,36.58797274
sobol__0000536,-33.74032524,61.63286222,-30.59080495,98.12518690,-11.89541481,16.93101520,29.08797274
sobol__0000544,-59.05282524,10.85161222,-51.68455495,75.78143690,10.60458519,7.63414020,4.71297274
sobol__0000552,-25.30282524,35.22661222,88.94044505,116.40643690,-79.39541481,18.57164020,57.21297274
sobol__0000560,-42.17782524,55.53911222,9.25294505,31.09393690,55.60458519,6.54039020,-59.03702726
sobol__0000568,-30.92782524,31.16411222,18.62794505,39.21893690,-34.39541481,-4.39710980,-6.53702726
sobol__0000576,-52.02157524,28.11723722,1.04982005,105.23456190,-68.14541481,-5.76429730,50.65047274
sobol__0000584,-18.27157524,52.49223722,29.17482005,97.10956190,1.85458519,0.79820270,13.15047274
sobol__0000592,-46.39657524,40.30473722,-50.51267995,52.42206190,-23.14541481,21.57945270,-13.09952726
sobol__0000600,-35.14657524,15.92973722,71.36232005,11.79706190,46.85458519,15.01695270,-50.59952726
sobol__0000608,-54.83407524,58.58598722,69.01857005,34.14081190,-45.64541481,23.22007770,-44.97452726
sobol__0000616,-21.08407524,17.96098722,-34.10642995,26.01581190,24.35458519,12.28257770,-22.47452726
sobol__0000624,-37.95907524,5.77348722,36.20607005,119.45331190,-0.64541481,-8.49867230,18.77547274
sobol__0000632,-26.70907524,46.39848722,-10.66892995,78.82831190,69.35458519,2.43882770,41.27547274
sobol__0000640,-49.91220024,2.21879972,81.32325755,20.42987440,-27.52041481,16.52085895,12.68172274
sobol__0000648,-16.16220024,42.84379972,-59.30174245,44.80487440,42.47958519,9.95835895,50.18172274
sobol__0000656,-44.28720024,63.15629972,20.38575755,65.11737440,-62.52041481,-2.07289105,-51.06827726
sobol__0000664,-33.03720024,22.53129972,11.01075755,121.99237440,7.47958519,4.48960895,-13.56827726
sobol__0000672,-58.34970024,32.68754972,-19.45799245,83.39862440,-5.02041481,-3.71351605,-19.19327726
sobol__0000680,-24.59970024,8.31254972,46.16700755,107.77362440,64.97958519,7.22398395,-41.69327726
sobol__0000688,-41.47470024,28.62504972,-24.14549245,6.21112440,-40.02041481,19.25523395,44.55672274
sobol__0000696,-30.22470024,53.00004972,60.22950755,63.08612440,29.97958519,8.31773395,22.05672274
sobol__0000704,-54.13095024,49.95317472,-39.37986745,129.10174940,73.72958519,14.60679645,-37.00577726
sobol__0000712,-20.38095024,25.57817472,63.74513255,72.22674940,-16.27041481,21.16929645,-29.50577726
sobol__0000720,-48.50595024,13.39067472,-6.56736745,43.78924940,38.72958519,0.38804645,26.74422274
sobol__0000728,-37.25595024,37.76567472,40.30763255,19.41424940,-51.27041481,-6.17445355,34.24422274
sobol__0000736,-56.94345024,19.48442472,28.58888255,58.00799940,51.22958519,3.12242145,58.61922274
sobol__0000744,-23.19345024,60.10942472,0.46388255,1.13299940,-38.77041481,-7.81507855,6.11922274
sobol__0000752,-40.06845024,47.92192472,80.15138255,110.82049940,16.22958519,12.96617145,-5.13077726
sobol__0000760,-28.81845024,7.29692472,-41.72361745,86.44549940,-73.77041481,23.90367145,-57.63077726
sobol__0000768,-50.96688774,23.80083097,-46.11814870,42.01190565,-7.83291481,6.33531207,-47.08390226
sobol__0000776,-17.21688774,64.42583097,75.75685130,17.63690565,62.16708519,-4.60218793,-9.58390226
sobol__0000784,-45.34188774,44.11333097,5.44435130,127.32440565,-42.83291481,9.61656207,9.16609774
sobol__0000792,-34.09188774,3.48833097,33.56935130,70.44940565,27.16708519,20.55406207,46.66609774
sobol__0000800,-59.40438774,54.26958097,35.91310130,113.10565565,-25.33291481,11.25718707,41.04109774
