sample_id,elv_angle,shoulder_elv,shoulder_rot,elbow_flexion,pro_sup,deviation,flexion
anchor__forward_45,90.00000000,45.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
sobol__0000002,84.56045601,41.19340909,-51.53807057,83.77948377,-78.92666481,-1.76527387,12.79891024
sobol__0000010,118.31045601,0.56840909,89.08692943,108.15448377,11.07333519,4.79722613,50.29891024
sobol__0000018,90.18545601,20.88090909,9.39942943,6.59198377,-33.92666481,16.82847613,-50.95108976
sobol__0000026,101.43545601,61.50590909,18.77442943,63.46698377,56.07333519,10.26597613,-13.45108976
sobol__0000034,76.12295601,10.72465909,49.24317943,20.81073377,-56.42666481,18.46910113,-19.07608976
sobol__0000042,109.87295601,35.09965909,-16.38182057,45.18573377,33.57333519,7.53160113,-41.57608976
sobol__0000050,92.99795601,55.41215909,53.93067943,65.49823377,-11.42666481,-4.49964887,44.67391024
sobol__0000058,104.24795601,31.03715909,-30.44432057,122.37323377,78.57333519,6.43785113,22.17391024
sobol__0000066,83.15420601,27.99028409,69.16505443,58.38885877,24.82333519,0.69566363,-36.88858976
sobol__0000074,116.90420601,52.36528409,-33.95994557,1.51385877,-45.17666481,-5.86683637,-29.38858976
sobol__0000082,88.77920601,40.17778409,36.35255443,111.20135877,69.82333519,14.91441363,26.86141024
sobol__0000090,100.02920601,15.80278409,-10.52244557,86.82635877,-0.17666481,21.47691363,34.36141024
sobol__0000098,80.34170601,58.45903409,1.19630443,129.48260877,2.32333519,12.18003863,58.73641024
sobol__0000106,114.09170601,17.83403409,29.32130443,72.60760877,-67.67666481,23.11753863,6.23641024
sobol__0000114,97.21670601,5.64653409,-50.36619557,44.17010877,47.32333519,2.33628863,-5.01358976
sobol__0000122,108.46670601,46.27153409,71.50880443,19.79510877,-22.67666481,-8.60121137,-57.51358976
sobol__0000130,85.26358101,2.09184659,-19.31150807,76.16229627,64.19833519,9.85581988,-27.04483976
sobol__0000138,119.01358101,42.71684659,46.31349193,116.78729627,-5.80166481,16.41831988,-34.54483976
sobol__0000146,90.88858101,63.02934659,-23.99900807,31.47479627,29.19833519,4.38706988,36.70516024
sobol__0000154,102.13858101,22.40434659,60.37599193,39.59979627,-40.80166481,-2.17543012,29.20516024
sobol__0000162,76.82608101,32.56059659,81.46974193,13.19354627,41.69833519,7.12144488,4.83016024
sobol__0000170,110.57608101,8.18559659,-59.15525807,53.81854627,-28.30166481,-3.81605512,57.33016024
sobol__0000178,93.70108101,28.49809659,20.53224193,90.38104627,6.69833519,8.21519488,-58.91983976
sobol__0000186,104.95108101,52.87309659,11.15724193,98.50604627,-63.30166481,19.15269488,-6.41983976
sobol__0000194,81.04483101,49.82622159,28.73536693,34.52167127,-39.55166481,21.06675738,50.76766024
sobol__0000202,114.79483101,25.45122159,0.61036693,26.39667127,50.44833519,14.50425738,13.26766024
sobol__0000210,86.66983101,13.26372159,80.29786693,119.83417127,-74.55166481,-6.27699262,-12.98233976
sobol__0000218,97.91983101,37.63872159,-41.57713307,79.20917127,15.44833519,0.28550738,-50.48233976
sobol__0000226,78.23233101,19.35747159,-39.23338307,105.61542127,-17.05166481,-7.91761762,-44.85733976
sobol__0000234,111.98233101,59.98247159,63.89161693,97.49042127,72.94833519,3.01988238,-22.35733976
sobol__0000242,95.10733101,47.79497159,-6.42088307,52.80292127,-52.05166481,23.80113238,18.89266024
sobol__0000250,106.35733101,7.16997159,40.45411693,12.17792127,37.94833519,12.86363238,41.39266024
sobol__0000258,83.50576851,23.67387784,36.05958568,121.61151502,43.88583519,-4.56800824,33.18953524
sobol__0000266,117.25576851,64.29887784,-10.81541432,80.98651502,-26.11416481,6.36949176,25.68953524
sobol__0000274,89.13076851,43.98637784,68.87208568,36.29901502,8.88583519,20.58824176,-23.06046476
sobol__0000282,100.38076851,3.36137784,-34.25291432,28.17401502,-61.11416481,9.65074176,-30.56046476
sobol__0000290,75.06826851,54.14262784,-45.97166432,50.51776502,61.38583519,17.85386676,-54.93546476
sobol__0000298,108.81826851,29.76762784,75.90333568,9.89276502,-8.61416481,11.29136676,-2.43546476
sobol__0000306,91.94326851,9.45512784,5.59083568,103.33026502,26.38583519,-2.92738324,1.31453524
sobol__0000314,103.19326851,33.83012784,33.71583568,95.20526502,-43.61416481,3.63511676,53.81453524
sobol__0000322,82.09951851,36.87700284,6.76271068,29.18964002,-19.86416481,1.72105426,-8.99796476
sobol__0000330,115.84951851,12.50200284,16.13771068,37.31464002,70.13583519,-9.21644574,-46.49796476
sobol__0000338,87.72451851,24.68950284,-54.17478932,73.87714002,-54.86416481,13.75230426,47.25203524
sobol__0000346,98.97451851,49.06450284,86.45021068,114.50214002,35.13583519,24.68980426,9.75203524
sobol__0000354,79.28701851,6.40825284,55.98146068,92.15839002,-37.36416481,15.39292926,15.37703524
sobol__0000362,113.03701851,47.03325284,-28.39353932,100.28339002,52.63583519,21.95542926,37.87703524
sobol__0000370,96.16201851,59.22075284,51.29396068,14.97089002,-72.36416481,-1.01332074,-40.87296476
sobol__0000378,107.41201851,18.59575284,-14.33103932,55.59589002,17.63583519,-7.57582074,-18.37296476
sobol__0000386,85.61514351,62.77544034,76.48927318,112.97870252,-59.23916481,8.96714801,-46.96671476
sobol__0000394,119.36514351,22.15044034,-45.38572682,88.60370252,30.76083519,19.90464801,-9.46671476
sobol__0000402,91.24014351,1.83794034,24.92677318,60.16620252,-14.23916481,5.68589801,9.28328524
sobol__0000410,102.49014351,42.46294034,-3.19822682,3.29120252,75.76083519,-5.25160199,46.78328524
sobol__0000418,77.17764351,32.30669034,-5.54197682,41.88495252,-76.73916481,4.04527301,41.15828524
sobol__0000426,110.92764351,56.68169034,41.33302318,17.50995252,13.26083519,-2.51722699,18.65828524
sobol__0000434,94.05264351,36.36919034,-38.35447682,127.19745252,-31.73916481,11.70152301,-15.09171476
sobol__0000442,105.30264351,11.99419034,64.77052318,70.32245252,58.26083519,18.26402301,-37.59171476
sobol__0000450,81.39639351,15.04106534,-25.46385182,4.30682752,4.51083519,24.00621051,23.34578524
sobol__0000458,115.14639351,39.41606534,58.91114818,61.18182752,-65.48916481,13.06871051,30.84578524
sobol__0000466,87.02139351,51.60356534,-20.77635182,81.49432752,49.51083519,-9.90003949,-32.90421476
sobol__0000474,98.27139351,27.22856534,44.84864818,105.86932752,-20.48916481,1.03746051,-25.40421476
sobol__0000482,78.58389351,45.50981534,23.75489818,67.27557752,22.01083519,-7.16566449,-1.02921476
sobol__0000490,112.33389351,4.88481534,14.37989818,124.15057752,-47.98916481,-0.60316449,-53.52921476
sobol__0000498,95.45889351,17.07231534,84.69239818,22.58807752,67.01083519,22.36558551,55.22078524
sobol__0000506,106.70889351,57.69731534,-55.93260182,46.96307752,-2.98916481,15.80308551,2.72078524
sobol__0000514,84.38467476,8.82036222,86.59669505,45.31268690,-6.89541481,13.64976520,-57.16202726
sobol__0000522,118.13467476,33.19536222,-54.02830495,20.93768690,63.10458519,24.58726520,-4.66202726
sobol__0000530,90.00967476,53.50786222,16.28419505,122.50018690,-41.89541481,1.61851520,6.58797274
sobol__0000538,101.25967476,29.13286222,6.90919505,65.62518690,28.10458519,-9.31898480,59.08797274
sobol__0000546,75.94717476,43.35161222,-14.18455495,108.28143690,-29.39541481,-1.11585980,34.71297274
sobol__0000554,109.69717476,2.72661222,51.44044505,83.90643690,40.60458519,-7.67835980,27.21297274
sobol__0000562,92.82217476,23.03911222,-28.24705495,63.59393690,-64.39541481,15.29039020,-29.03702726
sobol__0000570,104.07217476,63.66411222,56.12794505,6.71893690,5.60458519,21.85289020,-36.53702726
sobol__0000578,82.97842476,60.61723722,-36.45017995,72.73456190,51.85458519,20.48570270,20.65047274
sobol__0000586,116.72842476,19.99223722,66.67482005,129.60956190,-38.14541481,9.54820270,43.15047274
sobol__0000594,88.60342476,7.80473722,-13.01267995,19.92206190,16.85458519,-4.67054730,-43.09952726
sobol__0000602,99.85342476,48.42973722,33.86232005,44.29706190,-73.14541481,6.26695270,-20.59952726
sobol__0000610,80.16592476,26.08598722,31.51857005,1.64081190,74.35458519,-3.02992230,-14.97452726
sobol__0000618,113.91592476,50.46098722,3.39357005,58.51581190,-15.64541481,3.53257770,-52.47452726
sobol__0000626,97.04092476,38.27348722,73.70607005,86.95331190,39.35458519,17.75132770,48.77547274
sobol__0000634,108.29092476,13.89848722,-48.16892995,111.32831190,-50.64541481,11.18882770,11.27547274
sobol__0000642,85.08779976,34.71879972,43.82325755,52.92987440,12.47958519,-9.72914105,42.68172274
sobol__0000650,118.83779976,10.34379972,-21.80174245,12.30487440,-77.52041481,1.20835895,20.18172274
sobol__0000658,90.71279976,30.65629972,57.88575755,97.61737440,57.47958519,24.17710895,-21.06827726
sobol__0000666,101.96279976,55.03129972,-26.48924245,89.49237440,-32.52041481,13.23960895,-43.56827726
sobol__0000674,76.65029976,0.18754972,-56.95799245,115.89862440,34.97958519,22.53648395,-49.19327726
sobol__0000682,110.40029976,40.81254972,83.66700755,75.27362440,-55.02041481,15.97398395,-11.69327726
sobol__0000690,93.52529976,61.12504972,13.35450755,38.71112440,79.97958519,-6.99476605,14.55672274
sobol__0000698,104.77529976,20.50004972,22.72950755,30.58612440,-10.02041481,-0.43226605,52.05672274
sobol__0000706,80.86904976,17.45317472,-1.87986745,96.60174940,-46.27041481,5.85679645,-7.00577726
sobol__0000714,114.61904976,58.07817472,26.24513255,104.72674940,23.72958519,-5.08070355,-59.50577726
sobol__0000722,86.49404976,45.89067472,-44.06736745,11.28924940,-1.27041481,9.13804645,56.74422274
sobol__0000730,97.74404976,5.26567472,77.80763255,51.91424940,68.72958519,20.07554645,4.24422274
sobol__0000738,78.05654976,51.98442472,66.08888255,25.50799940,-68.77041481,11.87242145,28.61922274
sobol__0000746,111.80654976,27.60942472,-37.03611745,33.63299940,1.22958519,18.43492145,36.11922274
sobol__0000754,94.93154976,15.42192472,42.65138255,78.32049940,-23.77041481,4.21617145,-35.13077726
sobol__0000762,106.18154976,39.79692472,-4.22361745,118.94549940,46.22958519,-2.34632855,-27.63077726
sobol__0000770,84.03311226,56.30083097,-8.61814870,9.51190565,32.16708519,15.08531207,-17.08390226
sobol__0000778,117.78311226,31.92583097,38.25685130,50.13690565,-57.83291481,21.64781207,-39.58390226
sobol__0000786,89.65811226,11.61333097,-32.05564870,94.82440565,77.16708519,0.86656207,39.16609774
sobol__0000794,100.90811226,35.98833097,71.06935130,102.94940565,-12.83291481,-5.69593793,16.66609774
sobol__0000802,75.59561226,21.76958097,73.41310130,80.60565565,14.66708519,2.50718707,11.04109774
sobol__0000810,109.34561226,62.39458097,-48.46189870,121.23065565,-75.33291481,-8.43031293,48.54109774
sobol__0000818,92.47061226,42.08208097,31.22560130,27.79315565,59.66708519,12.35093707,-45.20890226
sobol__0000826,103.72061226,1.45708097,3.10060130,35.91815565,-30.33291481,23.28843707,-7.70890226
sobol__0000834,82.62686226,4.50395597,18.33497630,99.90253065,-66.58291481,16.99937457,53.22859774
sobol__0000842,116.37686226,45.12895597,8.95997630,91.77753065,3.41708519,10.43687457,0.72859774
sobol__0000850,88.25186226,57.31645597,88.64747630,55.21503065,-21.58291481,-1.59437543,-3.02140226
sobol__0000858,99.50186226,16.69145597,-51.97752370,14.59003065,48.41708519,4.96812457,-55.52140226
sobol__0000866,79.81436226,39.03520597,-30.88377370,36.93378065,-49.08291481,-4.32875043,-31.14640226
sobol__0000874,113.56436226,14.66020597,53.49122630,28.80878065,20.91708519,6.60874957,-23.64640226
sobol__0000882,96.68936226,26.84770597,-16.82127370,114.12128065,-4.08291481,18.63999957,25.10359774
sobol__0000890,107.93936226,51.22270597,48.80372630,73.49628065,65.91708519,7.70249957,32.60359774
sobol__0000898,86.14248726,30.40239347,-43.18846120,18.14471815,-27.20791481,-6.37953168,3.07234774
sobol__0000906,119.89248726,54.77739347,78.68653880,42.51971815,42.79208519,0.18296832,55.57234774
sobol__0000914,91.76748726,34.46489347,-1.00096120,70.95721815,-62.20791481,20.96421832,-53.17765226
sobol__0000922,103.01748726,10.08989347,27.12403880,127.83221815,7.79208519,14.40171832,-0.67765226
sobol__0000930,77.70498726,64.93364347,38.84278880,89.23846815,-9.70791481,23.69859332,-25.05265226
sobol__0000938,111.45498726,24.30864347,-8.03221120,113.61346815,60.29208519,12.76109332,-32.55265226
sobol__0000946,94.57998726,3.99614347,62.28028880,3.92596815,-44.70791481,-8.02015668,31.19734774
sobol__0000954,105.82998726,44.62114347,-40.84471120,60.80096815,25.29208519,2.91734332,23.69734774
sobol__0000962,81.92373726,47.66801847,61.10841380,124.78534315,71.54208519,4.28453082,-39.11515226
sobol__0000970,115.67373726,7.04301847,-23.26658620,67.91034315,-18.45791481,-2.27796918,-16.61515226
sobol__0000978,87.54873726,19.23051847,47.04591380,47.59784315,36.54208519,9.75328082,17.13484774
sobol__0000986,98.79873726,59.85551847,-18.57908620,23.22284315,-53.45791481,16.31578082,39.63484774
sobol__0000994,79.11123726,13.13676847,11.88966380,61.81659315,54.04208519,8.11265582,45.25984774
sobol__0001002,112.86123726,37.51176847,21.26466380,4.94159315,-35.95791481,19.05015582,7.75984774
sobol__0001010,95.98623726,49.69926847,-58.42283620,106.50409315,19.04208519,7.01890582,-10.99015226
sobol__0001018,107.23623726,25.32426847,82.20216380,82.12909315,-70.95791481,-3.91859418,-48.49015226
sobol__0001026,84.82412788,25.13383878,13.13478099,109.86835096,9.43271019,21.18638629,18.13094149
sobol__0001034,118.57412788,49.50883878,22.50978099,85.49335096,-60.56728981,14.62388629,40.63094149
sobol__0001042,90.44912788,37.32133878,-57.17771901,57.05585096,44.43271019,-6.15736371,-38.11905851
sobol__0001050,101.69912788,12.94633878,83.44728099,0.18085096,-25.56728981,0.40513629,-15.61905851
sobol__0001058,76.38662788,59.66508878,57.66603099,42.83710096,26.93271019,-8.89173871,-9.99405851
sobol__0001066,110.13662788,19.04008878,-26.70896901,18.46210096,-43.06728981,2.04576129,-47.49405851
sobol__0001074,93.26162788,6.85258878,43.60353099,128.14960096,61.93271019,22.82701129,46.25594149
sobol__0001082,104.51162788,47.47758878,-22.02146901,71.27460096,-8.06728981,11.88951129,8.75594149
sobol__0001090,83.41787788,44.43071378,42.43165599,7.29022596,-54.31728981,10.52232379,-54.05655851
sobol__0001098,117.16787788,3.80571378,-4.44334401,64.16522596,35.68271019,17.08482379,-1.55655851
sobol__0001106,89.04287788,24.11821378,65.86915599,84.47772596,-19.31728981,5.05357379,2.19344149
sobol__0001114,100.29287788,64.74321378,-37.25584401,108.85272596,70.68271019,-1.50892621,54.69344149
sobol__0001122,80.60537788,9.89946378,-44.28709401,66.19647596,-71.81728981,6.69419879,30.31844149
sobol__0001130,114.35537788,34.27446378,77.58790599,123.07147596,18.18271019,-4.24330121,22.81844149
sobol__0001138,97.48037788,54.58696378,-2.09959401,21.50897596,-36.81728981,7.78794879,-25.93155851
sobol__0001146,108.73037788,30.21196378,26.02540599,45.88397596,53.18271019,18.72544879,-33.43155851
sobol__0001154,85.52725288,51.03227628,-27.29490651,118.50116346,-14.94228981,-0.00501996,-2.02530851
sobol__0001162,119.27725288,26.65727628,57.08009349,77.87616346,75.05771019,-6.56751996,-54.52530851
sobol__0001170,91.15225288,14.46977628,-13.23240651,33.18866346,-59.94228981,14.21373004,54.22469149
sobol__0001178,102.40225288,38.84477628,52.39259349,25.06366346,30.05771019,20.77623004,1.72469149
sobol__0001186,77.08975288,16.50102628,17.23634349,51.46991346,-32.44228981,12.57310504,26.09969149
sobol__0001194,110.83975288,57.12602628,7.86134349,10.84491346,57.55771019,23.51060504,33.59969149
sobol__0001202,93.96475288,44.93852628,87.54884349,104.28241346,-77.44228981,2.72935504,-30.15030851
sobol__0001210,105.21475288,4.31352628,-53.07615651,96.15741346,12.55771019,-8.20814496,-22.65030851
sobol__0001218,81.30850288,1.26665128,74.65821849,32.17303846,48.80771019,-1.91908246,38.28719149
sobol__0001226,115.05850288,41.89165128,-47.21678151,40.29803846,-21.19228981,4.64341754,15.78719149
sobol__0001234,86.93350288,62.20415128,32.47071849,76.86053846,3.80771019,16.67466754,-17.96280851
sobol__0001242,98.18350288,21.57915128,4.34571849,117.48553846,-66.19228981,10.11216754,-40.46280851
sobol__0001250,78.49600288,35.79790128,-12.06053151,91.07928846,66.30771019,19.40904254,-46.08780851
sobol__0001258,112.24600288,11.42290128,34.81446849,99.20428846,-3.69228981,8.47154254,-8.58780851
sobol__0001266,95.37100288,31.73540128,-35.49803151,13.89178846,21.30771019,-3.55970746,10.16219149
sobol__0001274,106.62100288,56.11040128,67.62696849,54.51678846,-48.69228981,7.37779254,47.66219149
sobol__0001282,83.76944038,40.11430753,62.64649974,75.08319471,-34.62978981,24.94615191,57.74031649
sobol__0001290,117.51944038,15.73930753,-40.47850026,115.70819471,55.37021019,14.00865191,5.24031649
sobol__0001298,89.39444038,27.92680753,39.20899974,30.39569471,-79.62978981,-8.96009809,-6.00968351
sobol__0001306,100.64444038,52.30180753,-7.66600026,38.52069471,10.37021019,1.97740191,-58.50968351
sobol__0001314,75.33194038,5.58305753,-0.63475026,16.17694471,-12.12978981,-7.31947309,-34.13468351
sobol__0001322,109.08194038,46.20805753,27.49024974,56.80194471,77.87021019,-0.75697309,-26.63468351
sobol__0001330,92.20694038,58.39555753,-42.82225026,93.36444471,-57.12978981,22.21177691,29.61531649
sobol__0001338,103.45694038,17.77055753,79.05274974,101.48944471,32.87021019,15.64927691,37.11531649
sobol__0001346,82.36319038,20.81743253,-58.05662526,35.47381971,69.12021019,9.36021441,-21.94718351
sobol__0001354,116.11319038,61.44243253,82.56837474,27.34881971,-0.87978981,20.29771441,-44.44718351
sobol__0001362,87.98819038,41.12993253,12.25587474,120.78631971,24.12021019,6.07896441,41.80281649
sobol__0001370,99.23819038,0.50493253,21.63087474,80.16131971,-45.87978981,-4.85853559,19.30281649
sobol__0001378,79.55069038,55.34868253,47.41212474,102.50506971,46.62021019,3.34458941,13.67781649
sobol__0001386,113.30069038,30.97368253,-18.21287526,94.38006971,-23.37978981,-3.21791059,51.17781649
sobol__0001394,96.42569038,10.66118253,61.47462474,49.69256971,1.62021019,11.00083941,-50.07218351
sobol__0001402,107.67569038,35.03618253,-22.90037526,9.06756971,-68.37978981,17.56333941,-12.57218351
sobol__0001410,85.87881538,14.21587003,30.41993724,82.70038221,29.74521019,1.29380816,-42.10343351
sobol__0001418,119.62881538,38.59087003,2.29493724,107.07538221,-40.25478981,-9.64369184,-19.60343351
sobol__0001426,91.50381538,50.77837003,72.60743724,5.51288221,64.74521019,13.32505816,21.64656649
sobol__0001434,102.75381538,26.40337003,-49.26756276,62.38788221,-5.25478981,24.26255816,44.14656649
sobol__0001442,77.44131538,48.74712003,-32.86131276,23.79413221,7.24521019,16.05943316,49.77156649
sobol__0001450,111.19131538,8.12212003,70.26368724,48.16913221,-62.75478981,22.62193316,12.27156649
sobol__0001458,94.31631538,20.30962003,-9.42381276,68.48163221,42.24521019,-0.34681684,-13.97843351
sobol__0001466,105.56631538,60.93462003,37.45118724,125.35663221,-27.75478981,-6.90931684,-51.47843351
sobol__0001474,81.66006538,63.98149503,-17.62693776,59.34100721,-74.00478981,-5.54212934,5.70906649
sobol__0001482,115.41006538,23.35649503,47.99806224,2.46600721,15.99521019,5.39537066,58.20906649
sobol__0001490,87.28506538,3.04399503,-31.68943776,112.15350721,-39.00478981,19.61412066,-58.04093351
sobol__0001498,98.53506538,43.66899503,52.68556224,87.77850721,50.99521019,8.67662066,-5.54093351
sobol__0001506,78.84756538,29.45024503,87.84181224,126.37225721,-51.50478981,17.97349566,-29.91593351
sobol__0001514,112.59756538,53.82524503,-52.78318776,69.49725721,38.49521019,11.41099566,-37.41593351
sobol__0001522,95.72256538,33.51274503,17.52931224,41.05975721,-16.50478981,-2.80775434,33.83406649
sobol__0001530,106.97256538,9.13774503,8.15431224,16.68475721,73.49521019,3.75474566,26.33406649
sobol__0001538,84.29678413,57.50688566,20.01954661,19.09686659,76.46396019,5.97642535,-31.90812101
sobol__0001546,118.04678413,16.88188566,10.64454661,43.47186659,-13.53603981,-4.96107465,-24.40812101
sobol__0001554,89.92178413,4.69438566,80.95704661,71.90936659,31.46396019,9.25767535,24.34187899
sobol__0001562,101.17178413,45.31938566,-59.66795339,128.78436659,-58.53603981,20.19517535,31.84187899
sobol__0001570,75.85928413,27.03813566,-24.51170339,86.12811659,58.96396019,10.89830035,56.21687899
sobol__0001578,109.60928413,51.41313566,59.86329661,110.50311659,-31.03603981,17.46080035,3.71687899
sobol__0001586,92.73428413,39.22563566,-19.82420339,0.81561659,13.96396019,3.24205035,-0.03312101
sobol__0001594,103.98428413,14.85063566,45.80079661,57.69061659,-76.03603981,-3.32044965,-52.53312101
sobol__0001602,82.89053413,11.80376066,-6.93357839,123.70624159,-22.28603981,-9.06263715,8.40437899
sobol__0001610,116.64053413,36.17876066,39.94142161,66.83124159,47.71396019,1.87486285,45.90437899
sobol__0001618,88.51553413,56.49126066,-39.74607839,46.51874159,-67.28603981,24.84361285,-47.84562101
sobol__0001626,99.76553413,32.11626066,63.37892161,22.14374159,2.71396019,13.90611285,-10.34562101
sobol__0001634,80.07803413,42.27251066,79.78517161,64.79999159,-4.78603981,22.10923785,-15.97062101
sobol__0001642,113.82803413,1.64751066,-42.08982839,7.92499159,65.21396019,15.54673785,-38.47062101
sobol__0001650,96.95303413,21.96001066,28.22267161,109.48749159,-49.78603981,-7.42201215,40.27937899
sobol__0001658,108.20303413,62.58501066,0.09767161,85.11249159,20.21396019,-0.85951215,17.77937899
sobol__0001666,84.99990913,18.40532316,54.58985911,10.46405409,-61.66103981,19.78501910,48.24812899
sobol__0001674,118.74990913,59.03032316,-29.78514089,51.08905409,8.33896019,8.84751910,10.74812899
sobol__0001682,90.62490913,46.84282316,49.90235911,95.77655409,-26.66103981,-5.37123090,-8.00187101
sobol__0001690,101.87490913,6.21782316,-15.72264089,103.90155409,43.33896019,5.56626910,-45.50187101
sobol__0001698,76.56240913,48.87407316,10.05860911,77.49530409,-44.16103981,-2.63685590,-39.87687101
sobol__0001706,110.31240913,24.49907316,19.43360911,118.12030409,25.83896019,3.92564410,-17.37687101
sobol__0001714,93.43740913,12.31157316,-50.87889089,24.68280409,-9.16103981,18.14439410,16.37312899
sobol__0001722,104.68740913,36.68657316,89.74610911,32.80780409,60.83896019,11.58189410,38.87312899
sobol__0001730,80.78115913,33.63969816,-49.70701589,98.82342909,37.08896019,13.49595660,-23.93937101
sobol__0001738,114.53115913,9.26469816,72.16798411,90.69842909,-52.91103981,24.43345660,-31.43937101
sobol__0001746,86.40615913,29.57719816,1.85548411,54.13592909,72.08896019,1.46470660,32.31062899
sobol__0001754,97.65615913,53.95219816,29.98048411,13.51092909,-17.91103981,-9.47279340,24.81062899
sobol__0001762,77.96865913,3.17094816,37.01173411,39.91717909,19.58896019,-0.17591840,0.43562899
sobol__0001770,111.71865913,43.79594816,-9.86326589,31.79217909,-70.41103981,-6.73841840,52.93562899
sobol__0001778,94.84365913,64.10844816,69.82423411,117.10467909,54.58896019,16.23033160,-55.81437101
sobol__0001786,106.09365913,23.48344816,-33.30076589,76.47967909,-35.41103981,22.79283160,-3.31437101
sobol__0001794,83.94522163,7.48735441,-38.28123464,55.91327284,-41.34853981,5.22447223,-11.98624601
sobol__0001802,117.69522163,48.11235441,64.84376536,15.28827284,28.65146019,-1.33802777,-49.48624601
