sample_id,elv_angle,shoulder_elv,shoulder_rot,elbow_flexion,pro_sup,deviation,flexion,capacity_target,capacity_muscles,capacity_scale
moderate__forward_60_elbow_90@@latissimus_dorsi@@0.00,90,60,0,90,0,0,0,Latissimus dorsi,LAT1;LAT2;LAT3,0.000000
moderate__forward_60@@biceps@@0.00,90,60,0,0,0,0,0,Biceps,BIClong;BICshort,0.000000
moderate__side_60_elbow_90@@supraspinatus@@0.00,0,60,0,90,0,0,0,Supraspinatus,SUPSP,0.000000
moderate__elbow_90@@biceps@@0.00,0,0,0,90,0,0,0,Biceps,BIClong;BICshort,0.000000
moderate__rotation_side_internal_40@@anterior_deltoid@@0.00,0,15,-40,90,0,0,0,Anterior deltoid,DELT1,0.000000
moderate__forearm_supination_45@@triceps@@0.00,0,0,0,90,45,0,0,Triceps,TRIlong;TRIlat;TRImed,0.000000
moderate__forward_30@@triceps@@0.00,90,30,0,0,0,0,0,Triceps,TRIlong;TRIlat;TRImed,0.000000
moderate__forearm_pronation_45@@subscapularis@@0.00,0,0,0,90,-45,0,0,Subscapularis,SUBSC,0.000000
moderate__scaption_60_internal_30@@subscapularis@@0.00,45,60,-30,90,0,0,0,Subscapularis,SUBSC,0.000000
moderate__scaption_45_internal_30@@pectoralis_major@@0.00,45,45,-30,90,0,0,0,Pectoralis major,PECM1;PECM2;PECM3,0.000000
moderate__forward_30_elbow_90@@anterior_deltoid@@0.00,90,30,0,90,0,0,0,Anterior deltoid,DELT1,0.000000
moderate__forward_60_elbow_90@@posterior_deltoid@@0.00,90,60,0,90,0,0,0,Posterior deltoid,DELT3,0.000000
moderate__side_30_elbow_90@@triceps@@0.00,0,30,0,90,0,0,0,Triceps,TRIlong;TRIlat;TRImed,0.000000
moderate__rotation_side_internal_40@@teres_major@@0.00,0,15,-40,90,0,0,0,Teres major,TMAJ,0.000000
moderate__scaption_30_elbow_90@@brachialis@@0.00,45,30,0,90,0,0,0,Brachialis,BRA,0.000000
moderate__neutral@@biceps@@0.00,0,0,0,0,0,0,0,Biceps,BIClong;BICshort,0.000000
moderate__scaption_30_external_30@@coracobrachialis@@0.00,45,30,30,90,0,0,0,Coracobrachialis,CORB,0.000000
moderate__rotation_side_external_20@@middle_deltoid@@0.00,0,15,20,90,0,0,0,Middle deltoid,DELT2,0.000000
moderate__elbow_90@@teres_major@@0.00,0,0,0,90,0,0,0,Teres major,TMAJ,0.000000
moderate__side_60_elbow_90@@infraspinatus@@0.00,0,60,0,90,0,0,0,Infraspinatus,INFSP,0.000000
moderate__scaption_60_external_30@@infraspinatus@@0.00,45,60,30,90,0,0,0,Infraspinatus,INFSP,0.000000
moderate__side_15@@teres_major@@0.00,0,15,0,0,0,0,0,Teres major,TMAJ,0.000000
moderate__scaption_60_elbow_90@@triceps@@0.00,45,60,0,90,0,0,0,Triceps,TRIlong;TRIlat;TRImed,0.000000
moderate__scaption_45@@coracobrachialis@@0.00,45,45,0,0,0,0,0,Coracobrachialis,CORB,0.000000
moderate__forward_45@@subscapularis@@0.00,90,45,0,0,0,0,0,Subscapularis,SUBSC,0.000000
moderate__scaption_45@@posterior_deltoid@@0.00,45,45,0,0,0,0,0,Posterior deltoid,DELT3,0.000000
moderate__side_60@@coracobrachialis@@0.00,0,60,0,0,0,0,0,Coracobrachialis,CORB,0.000000
