sample_id,elv_angle,shoulder_elv,shoulder_rot,elbow_flexion,pro_sup,deviation,flexion,capacity_target,capacity_muscles,capacity_scale
sobol__0002997@@brachialis@@0.25,117.12393257,125.71245206,-53.40574635,77.4635658,-33.96572731,18.73399371,7.37898837,Brachialis,BRA,0.250000
sobol__0003163@@supraspinatus@@0.00,10.16104194,88.95952238,-42.93211354,118.53290174,-59.51260231,-9.68641644,12.00789462,Supraspinatus,SUPSP,0.000000
sobol__0001047@@biceps@@0.50,-22.05087212,86.07133878,-38.42771901,8.30585096,-55.56728981,15.71763629,36.88094149,Biceps,BIClong;BICshort,0.500000
sobol__0003903@@anterior_deltoid@@0.50,-53.99911431,107.11381925,16.68702708,116.37469862,-9.98135231,-2.47450238,-15.29679288,Anterior deltoid,DELT1,0.500000
sobol__0001047@@coracobrachialis@@0.50,-22.05087212,86.07133878,-38.42771901,8.30585096,-55.56728981,15.71763629,36.88094149,Coracobrachialis,CORB,0.500000
sobol__0003903@@infraspinatus@@0.50,-53.99911431,107.11381925,16.68702708,116.37469862,-9.98135231,-2.47450238,-15.29679288,Infraspinatus,INFSP,0.500000
sobol__0003872@@anterior_deltoid@@0.25,-59.62411431,46.17631925,2.62452708,14.81219862,5.01864769,24.86924762,-56.54679288,Anterior deltoid,DELT1,0.250000
sobol__0003872@@teres_minor@@0.50,-59.62411431,46.17631925,2.62452708,14.81219862,5.01864769,24.86924762,-56.54679288,Teres minor,TMIN,0.500000
sobol__0002818@@supraspinatus@@0.25,84.07705757,31.76713956,78.43019115,88.1276283,61.65927269,-8.47303754,25.66023837,Supraspinatus,SUPSP,0.250000
sobol__0002818@@infraspinatus@@0.50,84.07705757,31.76713956,78.43019115,88.1276283,61.65927269,-8.47303754,25.66023837,Infraspinatus,INFSP,0.500000
sobol__0001047@@coracobrachialis@@0.25,-22.05087212,86.07133878,-38.42771901,8.30585096,-55.56728981,15.71763629,36.88094149,Coracobrachialis,CORB,0.250000
sobol__0002687@@brachialis@@0.00,-49.16512993,86.86479581,24.2309724,2.05340955,19.47177269,8.41172809,9.95711337,Brachialis,BRA,0.000000
sobol__0003163@@anterior_deltoid@@0.00,10.16104194,88.95952238,-42.93211354,118.53290174,-59.51260231,-9.68641644,12.00789462,Anterior deltoid,DELT1,0.000000
sobol__0001065@@subscapularis@@0.00,65.13662788,116.54008878,85.79103099,115.96210096,-3.06728981,-6.70423871,42.50594149,Subscapularis,SUBSC,0.000000
sobol__0003903@@coracobrachialis@@0.25,-53.99911431,107.11381925,16.68702708,116.37469862,-9.98135231,-2.47450238,-15.29679288,Coracobrachialis,CORB,0.250000
sobol__0002973@@pectoralis_major@@0.75,80.56143257,115.55620206,-13.56199635,51.0573158,78.53427269,5.06211871,-35.74601163,Pectoralis major,PECM1;PECM2;PECM3,0.750000
sobol__0002818@@anterior_deltoid@@0.25,84.07705757,31.76713956,78.43019115,88.1276283,61.65927269,-8.47303754,25.66023837,Anterior deltoid,DELT1,0.250000
sobol__0003935@@triceps@@0.25,-58.21786431,122.34819425,74.10890208,97.07782362,71.26864769,13.11143512,-33.10929288,Triceps,TRIlong;TRIlat;TRImed,0.250000
sobol__0000234@@posterior_deltoid@@0.00,111.98233101,59.98247159,63.89161693,97.49042127,72.94833519,3.01988238,-22.35733976,Posterior deltoid,DELT3,0.000000
sobol__0003163@@middle_deltoid@@0.75,10.16104194,88.95952238,-42.93211354,118.53290174,-59.51260231,-9.68641644,12.00789462,Middle deltoid,DELT2,0.750000
