sample_id,elv_angle,shoulder_elv,shoulder_rot,elbow_flexion,pro_sup,deviation,flexion,usable,status,reason,duration_ms,objective,max_assembly_error_deg,max_equilibrium_residual,max_reserve_torque_nm,muscles_at_floor,muscles_at_capacity,activation__DELT1,activation__DELT2,activation__DELT3,activation__SUPSP,activation__INFSP,activation__SUBSC,activation__TMIN,activation__TMAJ,activation__PECM1,activation__PECM2,activation__PECM3,activation__LAT1,activation__LAT2,activation__LAT3,activation__CORB,activation__TRIlong,activation__TRIlat,activation__TRImed,activation__ANC,activation__SUP,activation__BIClong,activation__BICshort,activation__BRA,activation__BRD,activation__ECRL,activation__ECRB,activation__ECU,activation__FCR,activation__FCU,activation__PL,activation__PT,activation__PQ,activation__FDSL,activation__FDSR,activation__FDSM,activation__FDSI,activation__FDPL,activation__FDPR,activation__FDPM,activation__FDPI,activation__EDCL,activation__EDCR,activation__EDCM,activation__EDCI,activation__EDM,activation__EIP,activation__EPL,activation__EPB,activation__FPL,activation__APL,active_force_n__DELT1,active_force_n__DELT2,active_force_n__DELT3,active_force_n__SUPSP,active_force_n__INFSP,active_force_n__SUBSC,active_force_n__TMIN,active_force_n__TMAJ,active_force_n__PECM1,active_force_n__PECM2,active_force_n__PECM3,active_force_n__LAT1,active_force_n__LAT2,active_force_n__LAT3,active_force_n__CORB,active_force_n__TRIlong,active_force_n__TRIlat,active_force_n__TRImed,active_force_n__ANC,active_force_n__SUP,active_force_n__BIClong,active_force_n__BICshort,active_force_n__BRA,active_force_n__BRD,active_force_n__ECRL,active_force_n__ECRB,active_force_n__ECU,active_force_n__FCR,active_force_n__FCU,active_force_n__PL,active_force_n__PT,active_force_n__PQ,active_force_n__FDSL,active_force_n__FDSR,active_force_n__FDSM,active_force_n__FDSI,active_force_n__FDPL,active_force_n__FDPR,active_force_n__FDPM,active_force_n__FDPI,active_force_n__EDCL,active_force_n__EDCR,active_force_n__EDCM,active_force_n__EDCI,active_force_n__EDM,active_force_n__EIP,active_force_n__EPL,active_force_n__EPB,active_force_n__FPL,active_force_n__APL
anchor__neutral,0,0,0,0,0,0,0,1,usable,Converged with independently replayed constrained generalized-force equilibrium and small reserve torques,399.376276,0.430406210736,0.000546016475022,1.51345602717e-12,0.000119203760433,16,0,0.0286222101769,0.0100138222742,0.010021178166,0.010013951756,0.010003920532,0.0744094825112,0.0100164561038,0.0101208720148,0.0363531051788,0.0608633699634,0.0102058969408,0.0104544816595,0.0100826123978,0.0101087073423,0.0101524693742,0.518814702409,0.300094871681,0.218260310404,0.010045237689,0.0209573448216,0.0100063974508,0.0100059242277,0.0100011146768,0.01000397688,0.0256104112404,0.0311283484693,0.0373573155826,0.01000226297,0.010001442637,0.0100077764624,0.0100039233085,0.0100210122512,0.0100103166412,0.0100056523549,0.0100055646461,0.0100086667713,0.010006435661,0.0100085148094,0.0100076491432,0.0100086641843,0.0137849835734,0.059378323303,0.010045237689,0.0262983641163,0.0245226188561,0.0118801532054,0.0135929750626,0.0100648028745,0.0100109916739,0.0100399845938,23.8947114056,10.9556476826,1.97707387135,4.91116696635,10.7372450927,96.6411776561,2.55396090339,1.32716092294,15.4799510663,34.7696890163,1.34309025395,2.30825162427,1.34940006158,1.63610204172,1.83825071358,400.141137582,131.27387192,69.4398486744,0,7.5806500699,1.87085382021,2.29073526156,11.4989373603,2.32085982016,7.88750649911,7.39406268811,7.2061582451,3.90495057415,4.79288877059,0.994435607694,3.8002580634,2.84056247136,0.753655346814,1.71291328045,2.58928498897,1.62527882441,2.36939221157,1.73038550035,2.08138986689,1.97462558009,0.45828379522,6.48384104145,0,1.28311080311,1.73581133529,0.500108759325,0.983063783568,0.462963910521,1.92475403009,1.17160367417
anchor__abduction_90,0,90,0,0,0,0,0,0,capacity_limited,At least one muscle reached the conservative capacity threshold while nontrivial reserve torque was still required,257.289498,4.7002267184,0.000546016203281,1.55562126025e-06,0.0195697145378,28,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sobol__0000001,39.56045601,73.69340909,60.96192943,51.27948377,-38.92666481,6.98472613,-17.20108976,1,usable,Converged with independently replayed constrained generalized-force equilibrium and small reserve torques,315.434092,0.186781105981,5.63530022646e-09,1.08713038571e-12,8.93405953298e-06,21,0,0.0473520188763,0.292477962477,0.0423736633812,0.057369245077,0.275803476877,0.0185673846417,0.010094911788,0.010006667092,0.0100070989617,0.0100014463674,0.0100014658407,0.0100041807535,0.0100040468883,0.0100041678752,0.0100036558617,0.0100919415037,0.0261489290933,0.0255301237765,0.0100508486533,0.06312587183,0.0100112400104,0.0100048144892,0.0100115139942,0.0100057659249,0.0330706114634,0.0649513737209,0.0260689797455,0.010002706675,0.0100028486528,0.0100074896746,0.0100044168667,0.0100116450296,0.0100128988659,0.0100066386477,0.0100052438227,0.0100083092803,0.0100070287674,0.0100088593192,0.0100072435425,0.0100079700038,0.0101801373582,0.0334214445824,0.0319533012595,0.0153526695978,0.0160992145747,0.0131519259779,0.0128388661482,0.0100361208729,0.0100101101067,0.0100182187695,57.6582829351,238.219906161,8.53287687263,26.0733405719,266.27626352,21.106984169,2.6264081568,1.42295682187,4.19726370148,6.11217415961,4.07532964891,2.58818315914,2.72659087431,1.7695894506,2.06118997077,2.39982367957,17.4711841204,16.6529070635,0.515106956438,23.0760314709,5.22892605644,2.31786366902,11.7628397093,2.76080046117,11.1547131578,16.3987137121,5.0285486687,4.0103146799,4.66329050176,0.945147683529,4.25514565705,2.72798949621,0.753902133978,1.71309009169,2.55271495206,1.50719431546,2.35308514334,1.72545659086,2.12415624106,1.9319608929,0.335193911852,3.64958025704,3.01567010058,0.749095073954,1.13164954003,0.618363251929,1.01485055218,0.458078161421,1.55198288256,1.15579086916
sobol__0000005,107.06045601,122.44340909,4.71192943,67.52948377,-58.92666481,2.60972613,-32.20108976,0,solver_failed,The static optimization calculation failed,21.527238,,1.07300470731e-08,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sobol__0000009,73.31045601,98.06840909,-23.41307057,10.65448377,51.07333519,-3.95277387,-39.70108976,1,usable,Converged with independently replayed constrained generalized-force equilibrium and small reserve torques,291.813273,0.535212966563,3.92626438028e-08,9.41726006498e-13,1.9195826728e-05,16,0,0.322518515791,0.381266093754,0.0100187418439,0.0100015859284,0.439903914371,0.0100004930665,0.181911658397,0.0100024138486,0.0100009139434,0.0100003645987,0.0100004543531,0.0100013995622,0.0100011728281,0.0100013463366,0.0100016310555,0.0100008875608,0.0100022080389,0.010002798632,0.0100452375697,0.0100452375697,0.0376932494567,0.010007494583,0.202734002446,0.0521015990367,0.0100452375697,0.0935607774206,0.0100089652759,0.0169846321756,0.0100053386231,0.0100252896055,0.0303294493148,0.0100175581256,0.0100284243334,0.0100208091115,0.0100115932174,0.010018150903,0.0100105158174,0.0100141076052,0.0100136549326,0.0100181675743,0.0100381344062,0.0100282304602,0.010154867097,0.0101066800532,0.010034460535,0.0102799795104,0.0100585873915,0.0100523428205,0.0100140779802,0.010028042056,351.168881944,338.761325974,1.95181227248,4.99132575011,451.731290822,13.0417802747,45.6101297654,1.37364142271,4.3578157919,6.56616459607,4.77282927068,2.73197732285,3.00795174177,1.87964591033,2.04918447351,3.18160792013,5.29631270805,4.12569392885,0,0,11.2876509794,0.449920744005,237.402663746,12.3657400749,0,23.4348418435,1.93070633346,5.03250174196,3.94702654291,0.610442268155,16.8115096365,2.51025665534,0.579514777922,1.54988392347,2.53611394428,1.52472859131,2.26755970296,1.70231664074,2.12639858033,1.94865319062,0.392039957616,1.05378667166,0.932119952875,0.464420852528,0.726488547981,0.486016405442,0.805254705755,0.462234128405,1.16887736944,1.15533335577
sobol__0000013,95.81045601,81.81840909,32.83692943,124.40448377,31.07333519,-8.32777387,-24.70108976,1,usable,Converged with independently replayed constrained generalized-force equilibrium and small reserve torques,305.108389,0.208783471411,1.66021470349e-07,2.0605739337e-13,2.3561790422e-05,14,0,0.223643423571,0.0114443602334,0.0100254748173,0.0100044313405,0.152106749517,0.0100017780076,0.0666791077751,0.0100151429895,0.0100067975732,0.0100030310988,0.0100038805328,0.0100099173461,0.0100077347598,0.0100088647489,0.0100210655357,0.0100771657851,0.0337768983308,0.0337787187607,0.0105062562877,0.0100771657851,0.0100032183988,0.0100046936521,0.010014219486,0.0100767981282,0.0191264196162,0.294991492879,0.0100029692987,0.166293072137,0.0100011472696,0.0100418414199,0.0341563669212,0.0292908430778,0.0100181056352,0.0100099439917,0.0186530568216,0.0355183817532,0.0100079946441,0.010016308654,0.0100736447574,0.0522389412791,0.0100356651232,0.0100111343003,0.0361823104963,0.0366996701108,0.0100167877009,0.0205816962556,0.0100312775333,0.021541596792,0.0100108686051,0.0264772115615,181.43593143,11.3308202267,1.77583775758,4.95795285704,161.636527158,12.9923886335,17.9311157387,1.44074678623,4.00620556122,6.06862896751,4.23503865633,2.67481659521,2.92557067087,1.84496649727,1.89244098621,0,24.2270584761,24.2296738235,2.9642218724,0,4.24537107759,2.96069100585,7.83565703221,0.00161671577292,0.208915778145,74.4234562292,1.52141309902,62.2262044959,4.23139998658,0.936975067541,11.2981525545,7.76412621325,0.587238750045,1.5934822616,4.81995293725,5.67239082852,2.34079387497,1.72719925788,2.13204046024,10.2909414956,0.327159868973,1.09320563549,3.41558442994,1.76425167622,0.610080023042,0.973358512783,0.785511747586,0.990879770412,1.44653419186,3.08894559172
sobol__0000017,45.18545601,118.38090909,46.89942943,104.09198377,-73.92666481,8.07847613,39.04891024,1,usable,Converged with independently replayed constrained generalized-force equilibrium and small reserve torques,267.701978,0.692512324993,3.36192247374e-08,1.49924517245e-12,5.2449076223e-05,29,0,0.0100009130661,0.640076997762,0.183732599208,0.0445652263981,0.314587751578,0.0100008957384,0.0100011444058,0.0100019482325,0.136462658271,0.010000291013,0.0100002900112,0.0100014542816,0.010000868637,0.0100008479788,0.0100004651787,0.0100452380446,0.0837780200391,0.0825448392217,0.0186037159838,0.300052721192,0.0100002432062,0.010000335869,0.0100028154682,0.0100006036051,0.0100012522197,0.0725200377646,0.0925650994217,0.0100006167169,0.0100452379826,0.0100030795432,0.0100008036276,0.0100047942644,0.0100231884921,0.010001814571,0.0100011097664,0.0100016874908,0.010001792944,0.0100022043262,0.0100017358874,0.010001665681,0.0149957704861,0.0596834728959,0.0461493155086,0.0206507440277,0.0392433102392,0.0154688145952,0.0100338136379,0.0100070235487,0.0100018704953,0.0100023384488,11.1952693589,96.7777844545,36.9196262939,8.40496183422,338.235751125,11.7667074233,2.68990655615,1.42206543416,56.6091946137,6.53989485861,4.7991802977,2.71902561369,3.01401070311,1.87973931267,1.96430491249,0,60.0566913387,58.3014848602,5.12957800053,101.489304118,4.33286500273,3.16791418405,10.5587221662,2.49005211625,3.28171351313,13.93126757,13.8140987662,3.53446344646,1.87359580806e-07,0.533814404922,5.54501302334,2.35828509685,0.0539542739606,1.34908176806,2.51573591833,1.62079630206,2.32186700753,1.69049944035,2.00137424776,1.94745409944,0.278512347827,4.01209957069,2.77098492748,0.735487950379,1.74473526821,0.400285719698,0.565819639866,0.459760500143,1.99536704686,1.16435204856
sobol__0000021,112.68545601,69.63090909,-46.85057057,22.84198377,-13.92666481,12.45347613,24.04891024,1,usable,Converged with independently replayed constrained generalized-force equilibrium and small reserve torques,347.740725,0.192391085767,1.46963543557e-08,6.47648029859e-13,4.73548933545e-06,12,0,0.29171868719,0.0100243347647,0.0100122802926,0.0798321162565,0.264120795813,0.121223215859,0.0136289438325,0.0100078944706,0.0296230062898,0.0100019891001,0.0100022448357,0.0100056851343,0.0100046312929,0.0100050603301,0.0100097427314,0.0100025800787,0.0100041145871,0.0100047462671,0.0100452376185,0.0103006285456,0.010098833834,0.0102760255965,0.0936184720399,0.0397787762273,0.0107106065483,0.0146899049041,0.0228318981113,0.0100085382004,0.012494361348,0.0100167802013,0.0166888896782,0.0100309488816,0.0100317240182,0.0100215379213,0.0100089722178,0.0100121892233,0.01001397269,0.0100158704002,0.0100130408337,0.0100116874259,0.0100636508992,0.0116019141252,0.0101807482076,0.0100642218809,0.0101389703775,0.0100629000883,0.0100409091893,0.0100244382953,0.0100101470965,0.0100120648813,327.743712631,10.8913997547,1.94872872593,33.5603141804,256.764276983,97.1557322256,2.333061692,1.43967019388,12.1815949021,5.96271485824,3.55505645532,2.69462521317,2.92886607488,1.84930844373,1.82475078512,3.6809584629,6.18009149741,5.27765530495,0,3.91006607943,1.92205222498,2.35659517852,110.185171529,10.0356579038,2.97328551752,2.87471135322,4.40409522564,4.08129740499,5.29347994007,0.99320371974,6.7265757101,2.85577562936,0.713954650591,1.6628052557,2.54635871926,1.62662362467,2.34750654117,1.70994360777,2.02390463614,1.97039177434,0.273921037173,1.1735125739,0.838901855147,0.459131599783,0.638521739312,0.314780759984,0.558243183696,0.451464899025,2.00991702399,1.16816222164
sobol__0000025,56.43545601,94.00590909,-18.72557057,95.96698377,16.07333519,19.01597613,16.54891024,1,usable,Converged with independently replayed constrained generalized-force equilibrium and small reserve torques,352.146324,0.18960718114,3.97035648803e-08,7.67386154621e-13,1.05106291254e-05,22,0,0.162542170522,0.260153587478,0.0133836758347,0.0247172409655,0.265618569596,0.0100039547268,0.0437010161565,0.0100058160248,0.0100032461064,0.0100008990872,0.0100010697408,0.0100037919747,0.0100030607052,0.0100033392081,0.0100035245379,0.0100305712935,0.0626814997167,0.0614387877787,0.0132392221924,0.0100452377435,0.0100142093294,0.01000169417,0.010003678186,0.0100046825281,0.0113470898826,0.0632952861022,0.0512473015527,0.0100024440329,0.0100225236114,0.0100065605844,0.0157323107844,0.0212141013986,0.0100194493188,0.0100057338198,0.0100041205378,0.0100062635246,0.0100055520101,0.01000698244,0.0100059604234,0.0100061518515,0.010339926604,0.0435173347821,0.032048026818,0.0182920572817,0.0184466891334,0.0142259064231,0.0102619733232,0.0100340894515,0.0100096046748,0.0100152486238,187.419602868,184.474880178,2.69461788292,11.7787046417,269.878876435,13.0613827898,11.180788228,1.42165215117,4.36092230813,6.563271951,4.77131278047,2.71556554104,2.96950191307,1.87084809066,2.07961297918,0.217743245627,44.6687013884,42.9148288112,3.55027246093,0,4.8485650176,2.86496781188,10.8180010775,2.34801453087,3.65983875082,13.0611394657,9.71970194705,3.70790018318,0.247230108582,0.858048529957,8.17974863737,5.81805289699,0.275917551823,1.50689451892,2.56403510924,1.62593600856,2.3546090381,1.7163154208,2.03233302414,1.97324885662,0.272608863575,4.15705632044,2.48574275295,0.799737798707,1.05877107882,0.488300731424,0.5313351926,0.415780576196,1.87025400008,1.13248942527
sobol__0000029,78.93545601,110.25590909,75.02442943,47.21698377,76.07333519,23.39097613,31.54891024,1,usable,Converged with independently replayed constrained generalized-force equilibrium and small reserve torques,295.82458,0.570961671745,1.76398746277e-07,1.17950094136e-12,4.88517419588e-05,28,0,0.31928336738,0.0100028539093,0.0100209960579,0.0100008762618,0.344332025298,0.0100004538734,0.290732977819,0.010004282599,0.0100009650619,0.0100004473589,0.0100006291684,0.0100026412232,0.0100019153317,0.0100022315415,0.0100138376364,0.0156778155807,0.0971077198323,0.0946462301224,0.0100524038689,0.0100452375927,0.0208081098817,0.0100030971915,0.0100041541034,0.0100014287084,0.0100011859417,0.0100154939477,0.279440185746,0.0100004970446,0.125554957835,0.0100015087907,0.284270910021,0.0617346152176,0.0100044016616,0.010001876963,0.0100011482081,0.0100016876335,0.0100025143783,0.0100028172109,0.0100020898251,0.0100016782064,0.0510929135574,0.179064983051,0.127040593393,0.0542528373548,0.104258102881,0.0211589503069,0.0100098947616,0.0100035280908,0.0100008682929,0.0100011177682,186.37023817,6.06407380083,1.91436123395,3.55243658936,367.855969667,11.6166406903,77.0556024518,1.42825841058,3.98539250395,6.33488644482,4.61322182359,2.71292014271,3.0087892259,1.87909744693,2.05536643219,1.56519310816,64.4252743606,61.2003984062,0.172469778527,0,9.95192512921,1.04284530624,11.7717447452,2.7460784596,2.79356677155,1.62557974962,52.9359870428,4.01387512507,35.8525133072,0.968197234381,153.269514871,12.0353527564,0.682393862884,1.61164409903,2.49740925274,1.6113871047,2.30443985512,1.68025116959,1.984295646,1.93770798944,1.22987810573,15.4260736684,8.99366098269,2.10952226445,6.00124218686,0.58654440782,0.385479210482,0.391483369618,1.97427468248,1.12945237792
