sample_id,elv_angle,shoulder_elv,shoulder_rot,elbow_flexion,pro_sup,deviation,flexion,usable,status,reason,duration_ms,objective,max_assembly_error_deg,max_equilibrium_residual,max_reserve_torque_nm,muscles_at_floor,muscles_at_capacity,activation__DELT1,activation__DELT2,activation__DELT3,activation__SUPSP,activation__INFSP,activation__SUBSC,activation__TMIN,activation__TMAJ,activation__PECM1,activation__PECM2,activation__PECM3,activation__LAT1,activation__LAT2,activation__LAT3,activation__CORB,activation__TRIlong,activation__TRIlat,activation__TRImed,activation__ANC,activation__SUP,activation__BIClong,activation__BICshort,activation__BRA,activation__BRD,activation__ECRL,activation__ECRB,activation__ECU,activation__FCR,activation__FCU,activation__PL,activation__PT,activation__PQ,activation__FDSL,activation__FDSR,activation__FDSM,activation__FDSI,activation__FDPL,activation__FDPR,activation__FDPM,activation__FDPI,activation__EDCL,activation__EDCR,activation__EDCM,activation__EDCI,activation__EDM,activation__EIP,activation__EPL,activation__EPB,activation__FPL,activation__APL,active_force_n__DELT1,active_force_n__DELT2,active_force_n__DELT3,active_force_n__SUPSP,active_force_n__INFSP,active_force_n__SUBSC,active_force_n__TMIN,active_force_n__TMAJ,active_force_n__PECM1,active_force_n__PECM2,active_force_n__PECM3,active_force_n__LAT1,active_force_n__LAT2,active_force_n__LAT3,active_force_n__CORB,active_force_n__TRIlong,active_force_n__TRIlat,active_force_n__TRImed,active_force_n__ANC,active_force_n__SUP,active_force_n__BIClong,active_force_n__BICshort,active_force_n__BRA,active_force_n__BRD,active_force_n__ECRL,active_force_n__ECRB,active_force_n__ECU,active_force_n__FCR,active_force_n__FCU,active_force_n__PL,active_force_n__PT,active_force_n__PQ,active_force_n__FDSL,active_force_n__FDSR,active_force_n__FDSM,active_force_n__FDSI,active_force_n__FDPL,active_force_n__FDPR,active_force_n__FDPM,active_force_n__FDPI,active_force_n__EDCL,active_force_n__EDCR,active_force_n__EDCM,active_force_n__EDCI,active_force_n__EDM,active_force_n__EIP,active_force_n__EPL,active_force_n__EPB,active_force_n__FPL,active_force_n__APL
anchor__forward_90,90,90,0,0,0,0,0,1,usable,Converged with independently replayed constrained generalized-force equilibrium and small reserve torques,413.328196,0.808160396125,0.000545991297988,1.7763568394e-12,2.25990914572e-05,23,0,0.361690824188,0.325265157633,0.0100100767172,0.010006382435,0.311439228752,0.0100013610452,0.0657164402784,0.0100037998446,0.0100016290579,0.0100006773863,0.0100008126311,0.0100026542303,0.0100021723622,0.0100024431242,0.0100029679529,0.282387304308,0.496618333756,0.361191613744,0.0100452390004,0.0298649948128,0.0100025293585,0.0100026146233,0.0100006763357,0.0100024831148,0.0418709519621,0.0194296534327,0.0100346048006,0.0100024000908,0.0100009634822,0.0100101314752,0.0100025171948,0.0100170983579,0.0100091306291,0.010005217416,0.0100082903652,0.0100141720071,0.0100066578417,0.0100095374776,0.0100097700886,0.0100155510212,0.012763317833,0.0601712960301,0.0100452390004,0.0317311848559,0.0193216673516,0.0106038118551,0.0189473065875,0.0167127012501,0.0100352137284,0.0353952428434,309.701106814,320.008917892,1.76056212687,4.52940299868,333.78315669,13.0495770886,16.8911760583,1.43060653463,4.19963892184,6.33389292153,4.56941527586,2.70825795324,2.97090737199,1.87197980136,1.95385561864,121.395712088,217.241338192,114.913659466,0,10.8027079261,2.91842743034,1.18948629135,11.4984333701,2.32051327582,12.8954354722,4.61521675575,1.93565701905,3.90500410615,4.79265915002,0.994669616528,3.79972391288,2.83945303668,0.7535660545,1.71283882128,2.5899903628,1.62617280394,2.36944482102,1.73056231083,2.0818309809,1.9759842953,0.424318368403,6.57043003262,0,1.54818094022,1.36766670026,0.44637969719,1.37029684898,0.768755992794,1.92941106068,4.13040440215
sobol__0000003,-5.43954399,106.19340909,23.46192943,18.77948377,1.07333519,15.73472613,-47.20108976,0,solver_failed,The static optimization solver did not converge,1061.895665,,2.10094697195e-08,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sobol__0000011,28.31045601,65.56840909,14.08692943,43.15448377,-68.92666481,22.29722613,-9.70108976,1,usable,Converged with independently replayed constrained generalized-force equilibrium and small reserve torques,362.487948,0.169077206616,1.0340768597e-07,1.13686837722e-13,5.62263423123e-06,3,0,0.0645688502514,0.334953905344,0.0257998407906,0.125050251261,0.157917063229,0.0449470351125,0.0100549440516,0.0100198203611,0.0100208293038,0.0100036645895,0.0100034568225,0.0100137813501,0.0100133217974,0.0100117727911,0.0100095589658,0.0100128653825,0.0100222752303,0.0100227936329,0.010112658349,0.0142196740852,0.0513301365202,0.0100132179992,0.0412979830469,0.0114769266911,0.0111497480726,0.0205742690577,0.0182848225162,0.0100230261319,0.0100462740898,0.0100482728985,0.0100813050758,0.0100797402377,0.010075851957,0.010051048229,0.0100323252971,0.0100454698951,0.0100459096293,0.0100521716534,0.0100437470693,0.010043573989,0.0101826081681,0.0143786366471,0.0118958155872,0.0102198059648,0.0104080784581,0.0102341834757,0.0101435591253,0.0100890003282,0.0100483773108,0.0100588015409,77.1455857275,280.856566065,5.16913140165,57.0344751337,169.819380792,54.91742224,2.70754668567,1.42501572576,4.34142338023,6.28689187075,4.44682920647,2.59069219779,2.64447121969,1.76858599353,2.08017518215,3.9027423122,6.59975437955,6.41340872799,0.00119297991753,4.87652593748,25.9855736413,2.12429149962,48.6163479206,3.08063854565,3.56790926807,5.18159362202,3.49221009641,3.50460033867,4.54320461746,0.818464845896,2.86740797342,2.42272140975,0.758703893828,1.72071282704,2.54246106297,1.48066773663,2.37455377414,1.73606858796,2.13136606339,1.91645936139,0.367954744856,1.56865264073,1.1228808372,0.498717469148,0.752944502931,0.473877185999,0.702757631129,0.39475665563,1.42299259858,1.00674690904
sobol__0000019,0.18545601,85.88090909,84.39942943,71.59198377,46.07333519,-0.67152387,9.04891024,1,usable,Converged with independently replayed constrained generalized-force equilibrium and small reserve torques,369.53663,1.71408002393,3.57122758032e-08,2.31636931858e-12,0.00033837783554,30,0,0.0100000460439,0.797239583493,0.46874931486,0.0100000471088,0.010000032076,0.010000016547,0.0100452376724,0.0100009599375,0.0100000722076,0.0100000284793,0.0100000405957,0.0100081244346,0.0100003236563,0.0100002697127,0.0100002435638,0.0100004944862,0.417721286494,0.408755988463,0.0754359162247,0.0100452376724,0.529421000356,0.010000347778,0.0100006377795,0.0100005333317,0.0100013901504,0.0113604509095,0.0349944340535,0.0100008707368,0.0100012571158,0.0100026835895,0.401960775469,0.229076783163,0.0100046489244,0.0100023489204,0.0100037474288,0.0100062625606,0.0100053417533,0.0100065864103,0.01000611748,0.0100065623717,0.0177219200575,0.078000945975,0.0617725024912,0.0342651754511,0.022248766058,0.0142620802693,0.0100327318145,0.0100188764295,0.0100053238226,0.010007504394,7.46896079453,515.793634945,91.5583113922,4.56690814652,5.86546510821,11.9353490635,0,1.39368669133,4.43909115852,6.57086708997,4.79470871058,2.51273950965,2.59876388316,1.77232054518,1.58260296674,2.0187531868,288.008479467,275.77841019,16.3683020088,0,188.072225612,0.792082701491,11.4056757937,2.68878724318,3.34022885215,2.72684737755,5.55609907353,3.8791965654,4.31441763691,0.951227661712,212.453771051,58.4609220388,0.687388005628,1.61929393935,2.56683665959,1.62587186201,2.36816270049,1.72727027987,2.04171782873,1.9711630937,0.404310743262,7.13642328092,4.82848032445,1.58142594227,1.16046785834,0.548397032042,0.649983046831,0.460852183007,2.00547113295,1.16730866377
sobol__0000027,11.43545601,126.50590909,-56.22557057,128.46698377,-23.92666481,-7.23402387,46.54891024,1,usable,Converged with independently replayed constrained generalized-force equilibrium and small reserve torques,567.76173,0.505256761541,1.95323053731e-07,3.49587025994e-12,5.13977699929e-05,23,0,0.0100016015382,0.0100452380314,0.314119146359,0.112439639776,0.400082938854,0.220199995983,0.0100026125594,0.0100039393279,0.372647962672,0.0100004409976,0.0100003628471,0.0100049149009,0.0100017102162,0.010001353099,0.0100009814935,0.0100452380314,0.0454742073089,0.0455086459215,0.0124486444,0.0100134560731,0.0100008420607,0.0100004633844,0.0100072206506,0.0100451564125,0.0247932353439,0.0960063713133,0.124278779411,0.0100039932332,0.0100452380314,0.0100452380314,0.0128620516437,0.0124492586096,0.0100452380314,0.0100051017439,0.0100009299587,0.0100013878199,0.0100013533083,0.0100016992113,0.0100013550685,0.0100012807009,0.0167214061447,0.077710081051,0.0642643990286,0.0328446856257,0.0399387361202,0.0195084625879,0.0100792237916,0.0100074270281,0.010003912441,0.0100027221966,12.1824328807,0,61.1376030232,4.9250059008,371.848396754,284.045138036,2.54429659733,1.34856038195,165.385821635,5.54097804043,4.79059451099,2.75031817412,3.05253194451,1.88094488069,1.15109026711,0,32.5973657259,32.6468338159,3.40984190457,3.78802779617,1.44330893155,3.1391323579,6.99638940805,0.00106368753828,5.26083455192,17.492577173,15.1978093852,0.717984622887,0,0,6.5795499339,3.53766577695,0,0.458600306922,2.41612394404,1.56511440397,2.27507201706,1.65216472713,1.94521033729,1.87846706123,0.278341215265,5.01231336885,3.75800345134,1.23402373214,1.49240118231,0.521654321829,0.629749733743,0.454098351653,1.91208966384,1.09818913576
sobol__0000035,-13.87704399,75.72465909,-25.75682057,85.81073377,23.57333519,0.96910113,40.92391024,1,usable,Converged with independently replayed constrained generalized-force equilibrium and small reserve torques,583.770098,0.390851059855,1.13186793271e-08,4.40536496171e-13,3.27151894458e-05,25,0,0.0403948787342,0.553802369461,0.090181567427,0.108835119898,0.0800393804711,0.0100026012221,0.010006928314,0.0100041515294,0.010005275535,0.0100006555698,0.0100005823577,0.0100032098522,0.0100024691363,0.010002158516,0.0100021179902,0.0100148823024,0.0141862661103,0.0138993315256,0.0100626542673,0.0100452416094,0.0183156393173,0.010003333577,0.0100129761432,0.0100491750522,0.0254523680802,0.10597047754,0.163282573421,0.0100010101908,0.0100102749026,0.0100060118444,0.0100025662303,0.0100058182844,0.0100276672174,0.0100024032537,0.0100009996876,0.0100014778809,0.0100015083562,0.0100018782467,0.0100014779393,0.0100013763325,0.0167123195097,0.0777131805079,0.0618162085252,0.0297975385341,0.046033012848,0.0202730405192,0.0100735848794,0.0100064825698,0.0100018551671,0.0100021119506,23.4726948313,314.030816296,15.8175546624,47.8773951097,85.9634398057,12.7103375878,2.64232612186,1.39833425838,4.43802023339,6.56689127718,4.90733490319,2.56011610522,2.55015205126,1.77171631058,1.54594335833,4.09954034502,9.97701134454,9.57068646381,2.60243548432,0,9.03885292375,1.66036831626,11.091432368,2.55250947449,8.42334579939,19.5647526829,23.4541403411,2.83146808316,0.533836329107,0.319319942574,5.2754126585,2.69809513681,0.0442403294649,1.18952676732,2.41673874346,1.56586524277,2.27011209347,1.65052935297,1.9428213981,1.88354655567,0.275156826938,4.98844922897,3.57236139511,1.05081481579,1.87211162598,0.525632407025,0.537689311586,0.460262071841,1.95246667759,1.13448065897
sobol__0000043,19.87295601,100.09965909,58.61817943,110.18573377,-46.42666481,-9.96839887,18.42391024,0,reserve_too_high,The posture requires more reserve torque than the quality limit permits,353.309263,435.801879962,9.43212608639e-06,1.77629924281e-06,0.301494954075,31,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sobol__0000051,2.99795601,120.41215909,-21.06932057,0.49823377,68.57333519,13.00035113,-15.32608976,0,solver_failed,The static optimization solver did not converge,585.467435,,5.96319616575e-07,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sobol__0000059,14.24795601,96.03715909,44.55567943,57.37323377,-1.42666481,23.93785113,-37.82608976,1,usable,Converged with independently replayed constrained generalized-force equilibrium and small reserve torques,367.46847,1.38537950555,2.71466078061e-07,1.27840875881e-12,0.000100244269669,24,1,0.087898575902,0.999999706972,0.51538872841,0.0100003807856,0.125700203816,0.0100001496888,0.0100011121037,0.0100005800006,0.0100006299945,0.0100000835426,0.0100000797798,0.0100004194249,0.0100002925856,0.0100002906096,0.0100002594195,0.0100024588525,0.0680418313756,0.0665139768835,0.0101070249097,0.0453042064931,0.0100002183867,0.0100004562016,0.0100046587483,0.0100049853752,0.0100452376735,0.0711354836974,0.20687564601,0.0100019514129,0.101426553715,0.0100062824263,0.0100042406118,0.0100130189316,0.0100242974029,0.0100114367876,0.0100049597412,0.0100068674405,0.0100315989347,0.0100200008649,0.0100101739712,0.0100064825135,0.0357602711757,0.101398193473,0.0759273638113,0.0237692885701,0.0694234090008,0.0286864299236,0.0100371624603,0.0100121009023,0.0100058613446,0.0100052686163,103.462174792,362.162080744,102.685502734,4.73391104064,122.566091183,11.6191569394,2.61447545997,1.43670910395,4.3740846098,6.54726291891,4.74353402626,2.61816582925,2.8404839656,1.81264667861,1.70229383416,2.45362388127,45.9199655916,43.8806023112,1.04298992853,16.59279306,3.86655675618,1.10008748669,11.6815161446,2.76085953719,0,17.7954775979,37.9756123706,3.64431769599,46.0716418258,0.786511449301,5.56442764353,2.84348932365,0.754569474274,1.71389706231,2.426769034,1.39634604884,2.34950090183,1.72017562223,2.12596021812,1.81592987011,1.40867006304,10.4949770806,7.03352917967,1.12727590655,5.01856689508,1.3506805353,0.778712072499,0.378278935706,0.964570031519,0.902397798711
sobol__0000067,-6.84579399,92.99028409,-5.83494557,123.38885877,-55.17666481,18.19566363,23.11141024,1,usable,Converged with independently replayed constrained generalized-force equilibrium and small reserve torques,416.892405,0.82700107255,8.11841687209e-08,1.54898316396e-12,3.69263288523e-05,30,0,0.0718150063286,0.845179477471,0.256747495037,0.010002431616,0.0853350405747,0.0100003598759,0.0100030660227,0.0100015983474,0.0100016911123,0.0100002171538,0.0100002010712,0.0100013175678,0.0100008824208,0.0100007648622,0.010000862576,0.0100754939894,0.010008244923,0.010008245403,0.0100207474606,0.134941909429,0.0100005895807,0.0100004457864,0.0614097772496,0.0100051933129,0.0100072129254,0.0609565972216,0.0443081552619,0.0100016478323,0.0100452378665,0.010006533232,0.0100020610292,0.0100074682355,0.0100436676925,0.0100047111518,0.0100027235349,0.0100041918247,0.010004135661,0.010005126077,0.0100041418147,0.0100042357258,0.0103001179417,0.0374759764224,0.0267467061661,0.0146035702919,0.0209401676448,0.0125458861005,0.0101924996407,0.0100224653752,0.0100063680219,0.0100088921123,60.7151509054,250.790998262,47.8689703502,4.57991761784,91.7028947143,12.2820040972,2.69459459863,1.42982291164,4.43975681501,6.56560724168,4.95177496534,2.60288639247,2.78921162817,1.81041196348,1.31837359485,1.44109783845,7.17905949144,7.17854960546,2.83272092804,47.6706709984,4.7489637419,3.16783166517,49.3315664963,0.909442587759,3.03668140428,12.1019042815,8.03102215428,3.59635057916,0,0.61218217456,5.44183604228,2.55285877262,0.00575843649854,1.33696800179,2.58503899007,1.62556601244,2.36407209115,1.72457384325,2.04991964502,1.9737195212,0.269732744038,3.4356074414,2.01128263582,0.626134865241,1.16809360975,0.400378345356,0.567157073196,0.421312621317,1.96857774941,1.15485438213
