sample_id,elv_angle,shoulder_elv,shoulder_rot,elbow_flexion,pro_sup,deviation,flexion
anchor__forward_90,90.00000000,90.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
anchor__elbow_90,0.00000000,0.00000000,0.00000000,90.00000000,0.00000000,0.00000000,0.00000000
sobol__0000003,-5.43954399,106.19340909,23.46192943,18.77948377,1.07333519,15.73472613,-47.20108976
sobol__0000007,-27.93954399,89.94340909,-32.78807057,100.02948377,61.07333519,11.35972613,-2.20108976
sobol__0000011,28.31045601,65.56840909,14.08692943,43.15448377,-68.92666481,22.29722613,-9.70108976
sobol__0000015,-39.18954399,114.31840909,70.33692943,91.90448377,-8.92666481,17.92222613,-54.70108976
sobol__0000019,0.18545601,85.88090909,84.39942943,71.59198377,46.07333519,-0.67152387,9.04891024
sobol__0000023,-22.31454399,102.13090909,-9.35057057,55.34198377,26.07333519,3.70347613,54.04891024
sobol__0000027,11.43545601,126.50590909,-56.22557057,128.46698377,-23.92666481,-7.23402387,46.54891024
sobol__0000031,-56.06454399,77.75590909,37.52442943,14.71698377,-43.92666481,-2.85902387,1.54891024
sobol__0000035,-13.87704399,75.72465909,-25.75682057,85.81073377,23.57333519,0.96910113,40.92391024
sobol__0000039,-36.37704399,124.47465909,30.49317943,37.06073377,43.57333519,5.34410113,25.92391024
sobol__0000043,19.87295601,100.09965909,58.61817943,110.18573377,-46.42666481,-9.96839887,18.42391024
sobol__0000047,-47.62704399,83.84965909,2.36817943,28.93573377,-26.42666481,-5.59339887,33.42391024
sobol__0000051,2.99795601,120.41215909,-21.06932057,0.49823377,68.57333519,13.00035113,-15.32608976
sobol__0000055,-19.50204399,71.66215909,72.68067943,114.24823377,8.57333519,8.62535113,-30.32608976
sobol__0000059,14.24795601,96.03715909,44.55567943,57.37323377,-1.42666481,23.93785113,-37.82608976
sobol__0000063,-53.25204399,112.28715909,-49.19432057,73.62323377,-61.42666481,19.56285113,-22.82608976
sobol__0000067,-6.84579399,92.99028409,-5.83494557,123.38885877,-55.17666481,18.19566363,23.11141024
sobol__0000071,-29.34579399,109.24028409,87.91505443,9.63885877,-35.17666481,22.57066363,38.11141024
sobol__0000075,26.90420601,117.36528409,41.04005443,66.51385877,34.82333519,11.63316363,30.61141024
sobol__0000079,-40.59579399,68.61528409,-52.70994557,50.26385877,54.82333519,16.00816363,15.61141024
sobol__0000083,-1.22079399,105.17778409,-38.64744557,46.20135877,-10.17666481,-2.58558637,-33.13858976
sobol__0000087,-23.72079399,88.92778409,17.60255443,94.95135877,-70.17666481,-6.96058637,-18.13858976
sobol__0000091,10.02920601,80.80278409,64.47755443,21.82635877,79.82333519,3.97691363,-25.63858976
sobol__0000095,-57.47079399,129.55278409,8.22755443,103.07635877,19.82333519,-0.39808637,-40.63858976
sobol__0000099,-9.65829399,123.45903409,76.19630443,64.48260877,-77.67666481,-5.31996137,-1.26358976
sobol__0000103,-32.15829399,74.70903409,-17.55369557,80.73260877,-17.67666481,-9.69496137,-46.26358976
sobol__0000107,24.09170601,82.83403409,-45.67869557,7.60760877,12.32333519,5.61753863,-53.76358976
sobol__0000111,-43.40829399,99.08403409,48.07130443,121.35760877,72.32333519,1.24253863,-8.76358976
sobol__0000115,7.21670601,70.64653409,24.63380443,109.17010877,-32.67666481,19.83628863,54.98641024
sobol__0000119,-15.28329399,119.39653409,-31.61619557,27.92010877,-52.67666481,24.21128863,9.98641024
sobol__0000123,18.46670601,111.27153409,-3.49119557,84.79510877,57.32333519,8.89878863,2.48641024
sobol__0000127,-49.03329399,95.02153409,52.75880443,36.04510877,37.32333519,13.27378863,47.48641024
sobol__0000131,-4.73641899,67.09184659,55.68849193,11.16229627,-15.80166481,-7.64418012,32.95516024
