sample_id,elv_angle,shoulder_elv,shoulder_rot,elbow_flexion,pro_sup,deviation,flexion
anchor__neutral,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
anchor__abduction_90,0.00000000,90.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
sobol__0000001,39.56045601,73.69340909,60.96192943,51.27948377,-38.92666481,6.98472613,-17.20108976
sobol__0000005,107.06045601,122.44340909,4.71192943,67.52948377,-58.92666481,2.60972613,-32.20108976
sobol__0000009,73.31045601,98.06840909,-23.41307057,10.65448377,51.07333519,-3.95277387,-39.70108976
sobol__0000013,95.81045601,81.81840909,32.83692943,124.40448377,31.07333519,-8.32777387,-24.70108976
sobol__0000017,45.18545601,118.38090909,46.89942943,104.09198377,-73.92666481,8.07847613,39.04891024
sobol__0000021,112.68545601,69.63090909,-46.85057057,22.84198377,-13.92666481,12.45347613,24.04891024
sobol__0000025,56.43545601,94.00590909,-18.72557057,95.96698377,16.07333519,19.01597613,16.54891024
sobol__0000029,78.93545601,110.25590909,75.02442943,47.21698377,76.07333519,23.39097613,31.54891024
sobol__0000033,31.12295601,108.22465909,11.74317943,118.31073377,-16.42666481,9.71910113,10.92391024
sobol__0000037,98.62295601,91.97465909,67.99317943,4.56073377,-76.42666481,14.09410113,55.92391024
sobol__0000041,64.87295601,67.59965909,21.11817943,77.68573377,73.57333519,16.28160113,48.42391024
sobol__0000045,87.37295601,116.34965909,-35.13182057,61.43573377,13.57333519,20.65660113,3.42391024
sobol__0000049,47.99795601,87.91215909,-58.56932057,32.99823377,-51.42666481,4.25035113,-45.32608976
sobol__0000053,115.49795601,104.16215909,35.18067943,81.74823377,-31.42666481,-0.12464887,-0.32608976
sobol__0000057,59.24795601,128.53715909,82.05567943,24.87323377,38.57333519,-2.31214887,-7.82608976
sobol__0000061,81.74795601,79.78715909,-11.69432057,106.12323377,58.57333519,-6.68714887,-52.82608976
sobol__0000065,38.15420601,125.49028409,-43.33494557,90.88885877,64.82333519,-8.05433637,53.11141024
sobol__0000069,105.65420601,76.74028409,50.41505443,42.13885877,4.82333519,-3.67933637,8.11141024
sobol__0000073,71.90420601,84.86528409,78.54005443,99.01385877,-5.17666481,2.88316363,0.61141024
sobol__0000077,94.40420601,101.11528409,-15.20994557,17.76385877,-65.17666481,7.25816363,45.61141024
sobol__0000081,43.77920601,72.67778409,-1.14744557,13.70135877,29.82333519,23.66441363,-3.13858976
sobol__0000085,111.27920601,121.42778409,55.10255443,127.45135877,49.82333519,19.28941363,-48.13858976
sobol__0000089,55.02920601,113.30278409,26.97755443,54.32635877,-40.17666481,12.72691363,-55.63858976
sobol__0000093,77.52920601,97.05278409,-29.27244557,70.57635877,-20.17666481,8.35191363,-10.63858976
sobol__0000097,35.34170601,90.95903409,38.69630443,31.98260877,42.32333519,20.93003863,-31.26358976
sobol__0000101,102.84170601,107.20903409,-55.05369557,113.23260877,22.32333519,16.55503863,-16.26358976
sobol__0000105,69.09170601,115.33403409,-8.17869557,40.10760877,-27.67666481,14.36753863,-23.76358976
sobol__0000109,91.59170601,66.58403409,85.57130443,88.85760877,-47.67666481,9.99253863,-38.76358976
sobol__0000113,52.21670601,103.14653409,62.13380443,76.67010877,7.32333519,-6.41371137,24.98641024
sobol__0000117,119.71670601,86.89653409,5.88380443,60.42010877,67.32333519,-2.03871137,39.98641024
sobol__0000121,63.46670601,78.77153409,-40.99119557,117.29510877,-62.67666481,0.14878863,32.48641024
sobol__0000125,85.96670601,127.52153409,15.25880443,3.54510877,-2.67666481,4.52378863,17.48641024
sobol__0000129,40.26358101,99.59184659,18.18849193,43.66229627,24.19833519,18.60581988,2.95516024
sobol__0000133,107.76358101,83.34184659,-38.06150807,92.41229627,44.19833519,22.98081988,47.95516024
sobol__0000137,74.01358101,75.21684659,8.81349193,19.28729627,-45.80166481,7.66831988,55.45516024
sobol__0000141,96.51358101,123.96684659,65.06349193,100.53729627,-25.80166481,12.04331988,10.45516024
sobol__0000145,45.88858101,95.52934659,88.50099193,128.97479627,69.19833519,-4.36293012,-53.29483976
sobol__0000149,113.38858101,111.77934659,-5.24900807,15.22479627,9.19833519,-8.73793012,-8.29483976
sobol__0000153,57.13858101,119.90434659,-52.12400807,72.09979627,-0.80166481,6.57456988,-0.79483976
sobol__0000157,79.63858101,71.15434659,41.62599193,55.84979627,-60.80166481,2.19956988,-45.79483976
sobol__0000161,31.82608101,65.06059659,-31.03025807,110.69354627,1.69833519,-1.62855512,-25.16983976
sobol__0000165,99.32608101,113.81059659,25.21974193,29.44354627,61.69833519,-6.00355512,-40.16983976
