sample_id,elv_angle,shoulder_elv,shoulder_rot,elbow_flexion,pro_sup,deviation,flexion
anchor__forward_45,90.00000000,45.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
anchor__scaption_90,45.00000000,90.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
sobol__0000002,84.56045601,41.19340909,-51.53807057,83.77948377,-78.92666481,-1.76527387,12.79891024
sobol__0000006,62.06045601,24.94340909,42.21192943,35.02948377,-18.92666481,-6.14027387,57.79891024
sobol__0000010,118.31045601,0.56840909,89.08692943,108.15448377,11.07333519,4.79722613,50.29891024
sobol__0000014,50.81045601,49.31840909,-4.66307057,26.90448377,71.07333519,0.42222613,5.29891024
sobol__0000018,90.18545601,20.88090909,9.39942943,6.59198377,-33.92666481,16.82847613,-50.95108976
sobol__0000022,67.68545601,37.13090909,65.64942943,120.34198377,-53.92666481,21.20347613,-5.95108976
sobol__0000026,101.43545601,61.50590909,18.77442943,63.46698377,56.07333519,10.26597613,-13.45108976
sobol__0000030,33.93545601,12.75590909,-37.47557057,79.71698377,36.07333519,14.64097613,-58.45108976
sobol__0000034,76.12295601,10.72465909,49.24317943,20.81073377,-56.42666481,18.46910113,-19.07608976
sobol__0000038,53.62295601,59.47465909,-44.50682057,102.06073377,-36.42666481,22.84410113,-34.07608976
sobol__0000042,109.87295601,35.09965909,-16.38182057,45.18573377,33.57333519,7.53160113,-41.57608976
sobol__0000046,42.37295601,18.84965909,77.36817943,93.93573377,53.57333519,11.90660113,-26.57608976
sobol__0000050,92.99795601,55.41215909,53.93067943,65.49823377,-11.42666481,-4.49964887,44.67391024
sobol__0000054,70.49795601,6.66215909,-2.31932057,49.24823377,-71.42666481,-8.87464887,29.67391024
sobol__0000058,104.24795601,31.03715909,-30.44432057,122.37323377,78.57333519,6.43785113,22.17391024
sobol__0000062,36.74795601,47.28715909,25.80567943,8.62323377,18.57333519,2.06285113,37.17391024
sobol__0000066,83.15420601,27.99028409,69.16505443,58.38885877,24.82333519,0.69566363,-36.88858976
sobol__0000070,60.65420601,44.24028409,12.91505443,74.63885877,44.82333519,5.07066363,-21.88858976
sobol__0000074,116.90420601,52.36528409,-33.95994557,1.51385877,-45.17666481,-5.86683637,-29.38858976
sobol__0000078,49.40420601,3.61528409,22.29005443,115.26385877,-25.17666481,-1.49183637,-44.38858976
sobol__0000082,88.77920601,40.17778409,36.35255443,111.20135877,69.82333519,14.91441363,26.86141024
sobol__0000086,66.27920601,23.92778409,-57.39744557,29.95135877,9.82333519,10.53941363,41.86141024
sobol__0000090,100.02920601,15.80278409,-10.52244557,86.82635877,-0.17666481,21.47691363,34.36141024
sobol__0000094,32.52920601,64.55278409,83.22755443,38.07635877,-60.17666481,17.10191363,19.36141024
sobol__0000098,80.34170601,58.45903409,1.19630443,129.48260877,2.32333519,12.18003863,58.73641024
sobol__0000102,57.84170601,9.70903409,57.44630443,15.73260877,62.32333519,7.80503863,13.73641024
sobol__0000106,114.09170601,17.83403409,29.32130443,72.60760877,-67.67666481,23.11753863,6.23641024
sobol__0000110,46.59170601,34.08403409,-26.92869557,56.35760877,-7.67666481,18.74253863,51.23641024
sobol__0000114,97.21670601,5.64653409,-50.36619557,44.17010877,47.32333519,2.33628863,-5.01358976
sobol__0000118,74.71670601,54.39653409,43.38380443,92.92010877,27.32333519,6.71128863,-50.01358976
sobol__0000122,108.46670601,46.27153409,71.50880443,19.79510877,-22.67666481,-8.60121137,-57.51358976
sobol__0000126,40.96670601,30.02153409,-22.24119557,101.04510877,-42.67666481,-4.22621137,-12.51358976
sobol__0000130,85.26358101,2.09184659,-19.31150807,76.16229627,64.19833519,9.85581988,-27.04483976
sobol__0000134,62.76358101,50.84184659,74.43849193,59.91229627,4.19833519,14.23081988,-42.04483976
sobol__0000138,119.01358101,42.71684659,46.31349193,116.78729627,-5.80166481,16.41831988,-34.54483976
sobol__0000142,51.51358101,26.46684659,-47.43650807,3.03729627,-65.80166481,20.79331988,-19.54483976
sobol__0000146,90.88858101,63.02934659,-23.99900807,31.47479627,29.19833519,4.38706988,36.70516024
sobol__0000150,68.38858101,14.27934659,32.25099193,112.72479627,49.19833519,0.01206988,21.70516024
sobol__0000154,102.13858101,22.40434659,60.37599193,39.59979627,-40.80166481,-2.17543012,29.20516024
sobol__0000158,34.63858101,38.65434659,4.12599193,88.34979627,-20.80166481,-6.55043012,44.20516024
sobol__0000162,76.82608101,32.56059659,81.46974193,13.19354627,41.69833519,7.12144488,4.83016024
