sample_id,elv_angle,shoulder_elv,shoulder_rot,elbow_flexion,pro_sup,deviation,flexion,capacity_target,capacity_muscles,capacity_scale
sobol__0001202@@middle_deltoid@@0.50,93.96475288,44.93852628,87.54884349,104.28241346,-77.44228981,2.72935504,-30.15030851,Middle deltoid,DELT2,0.500000
sobol__0002698@@latissimus_dorsi@@0.25,118.88174507,34.56010831,86.9262849,84.82684705,-28.65322731,22.49375934,-27.07413663,Latissimus dorsi,LAT1;LAT2;LAT3,0.250000
sobol__0001202@@triceps@@0.75,93.96475288,44.93852628,87.54884349,104.28241346,-77.44228981,2.72935504,-30.15030851,Triceps,TRIlong;TRIlat;TRImed,0.750000
sobol__0000886@@coracobrachialis@@0.25,74.18936226,43.09770597,76.9287263,0.37128065,-64.08291481,23.01499957,40.10359774,Coracobrachialis,CORB,0.250000
sobol__0000704@@brachioradialis@@0.25,-54.13095024,49.95317472,-39.37986745,129.1017494,73.72958519,14.60679645,-37.00577726,Brachioradialis,BRD,0.250000
sobol__0002473@@latissimus_dorsi@@0.75,65.97158882,129.90190519,65.97901927,47.37567518,3.06552269,17.74278277,5.15242587,Latissimus dorsi,LAT1;LAT2;LAT3,0.750000
sobol__0000625@@brachialis@@0.50,52.04092476,70.77348722,-38.79392995,54.4533119,79.35458519,9.0013277,-41.22452726,Brachialis,BRA,0.500000
sobol__0000925@@triceps@@0.25,80.51748726,91.33989347,83.3740388,111.58221815,27.79208519,18.77671832,44.32234774,Triceps,TRIlong;TRIlat;TRImed,0.250000
sobol__0002025@@middle_deltoid@@0.75,67.77334663,118.69829191,-27.14842214,91.96796034,5.52646019,0.43931598,-8.70499601,Middle deltoid,DELT2,0.750000
sobol__0002025@@brachialis@@0.50,67.77334663,118.69829191,-27.14842214,91.96796034,5.52646019,0.43931598,-8.70499601,Brachialis,BRA,0.500000
sobol__0001333@@brachioradialis@@0.25,114.70694038,107.14555753,13.42774974,77.11444471,-77.12978981,9.08677691,-45.38468351,Brachioradialis,BRD,0.250000
sobol__0000961@@infraspinatus@@0.00,36.92373726,80.16801847,-51.3915862,27.28534315,31.54208519,-4.46546918,50.88484774,Infraspinatus,INFSP,0.000000
sobol__0000073@@infraspinatus@@0.50,71.90420601,84.86528409,78.54005443,99.01385877,-5.17666481,2.88316363,0.61141024,Infraspinatus,INFSP,0.500000
sobol__0000860@@triceps@@0.75,-12.99813774,0.44145597,79.2724763,95.84003065,-11.58291481,9.34312457,-40.52140226,Triceps,TRIlong;TRIlat;TRImed,0.750000
sobol__0001711@@anterior_deltoid@@0.00,-47.18759087,105.74907316,38.18360911,69.37030409,-34.16103981,17.0506441,27.62312899,Anterior deltoid,DELT1,0.000000
sobol__0001601@@middle_deltoid@@0.50,37.89053413,109.30376066,30.56642161,26.20624159,-62.28603981,-0.31263715,-21.59562101,Middle deltoid,DELT2,0.500000
sobol__0003005@@middle_deltoid@@0.50,83.37393257,85.08745206,87.21925365,118.0885658,56.03427269,7.79649371,59.87898837,Middle deltoid,DELT2,0.500000
sobol__0000271@@latissimus_dorsi@@0.75,-40.24423149,80.54887784,7.93458568,129.73651502,33.88583519,19.49449176,-19.31046476,Latissimus dorsi,LAT1;LAT2;LAT3,0.750000
sobol__0003637@@posterior_deltoid@@0.75,115.10244819,96.1958505,33.38624583,80.57391737,64.70614769,15.77745074,-36.15616788,Posterior deltoid,DELT3,0.750000
sobol__0002879@@brachioradialis@@0.50,-53.73544243,90.67338956,80.77394115,77.9713783,79.15927269,22.69883746,-13.71476163,Brachioradialis,BRD,0.500000
sobol__0003717@@teres_minor@@0.75,107.36807319,107.875538,-45.71531667,70.92547987,-12.16885231,-9.24208051,20.56258212,Teres minor,TMIN,0.750000
sobol__0000961@@latissimus_dorsi@@0.75,36.92373726,80.16801847,-51.3915862,27.28534315,31.54208519,-4.46546918,50.88484774,Latissimus dorsi,LAT1;LAT2;LAT3,0.750000
sobol__0002473@@subscapularis@@0.00,65.97158882,129.90190519,65.97901927,47.37567518,3.06552269,17.74278277,5.15242587,Subscapularis,SUBSC,0.000000
sobol__0003163@@latissimus_dorsi@@0.00,10.16104194,88.95952238,-42.93211354,118.53290174,-59.51260231,-9.68641644,12.00789462,Latissimus dorsi,LAT1;LAT2;LAT3,0.000000
sobol__0000886@@supraspinatus@@0.50,74.18936226,43.09770597,76.9287263,0.37128065,-64.08291481,23.01499957,40.10359774,Supraspinatus,SUPSP,0.500000
sobol__0000016@@middle_deltoid@@0.75,-44.81454399,53.38090909,-28.10057057,39.09198377,6.07333519,-9.42152387,-20.95108976,Middle deltoid,DELT2,0.750000
sobol__0003259@@biceps@@0.00,15.08291694,109.77983488,-31.79930104,66.22821424,-36.38760231,-3.26063519,-43.77335538,Biceps,BIClong;BICshort,0.000000
sobol__0000560@@infraspinatus@@0.75,-42.17782524,55.53911222,9.25294505,31.0939369,55.60458519,6.5403902,-59.03702726,Infraspinatus,INFSP,0.750000
sobol__0001480@@brachialis@@0.25,-19.58993462,55.85649503,85.49806224,34.96600721,-24.00478981,14.14537066,28.20906649,Brachialis,BRA,0.250000
sobol__0002761@@triceps@@0.00,69.66299507,114.79448331,76.3794099,89.90497205,32.59677269,20.57969684,-39.26163663,Triceps,TRIlong;TRIlat;TRImed,0.000000
sobol__0001601@@infraspinatus@@0.25,37.89053413,109.30376066,30.56642161,26.20624159,-62.28603981,-0.31263715,-21.59562101,Infraspinatus,INFSP,0.250000
sobol__0002606@@middle_deltoid@@0.00,42.24112007,26.94292081,37.1215974,126.97528455,70.72177269,9.23204059,-34.10538663,Middle deltoid,DELT2,0.000000
sobol__0001035@@subscapularis@@0.50,28.57412788,114.50883878,-52.49021901,20.49335096,19.43271019,-2.87611371,-19.36905851,Subscapularis,SUBSC,0.500000
sobol__0001480@@anterior_deltoid@@0.50,-19.58993462,55.85649503,85.49806224,34.96600721,-24.00478981,14.14537066,28.20906649,Anterior deltoid,DELT1,0.500000
sobol__0002549@@posterior_deltoid@@0.75,118.00283882,106.54253019,-33.63035573,91.04755018,16.81552269,-3.31190473,26.71492587,Posterior deltoid,DELT3,0.750000
sobol__0001013@@posterior_deltoid@@0.50,118.48623726,98.44926847,-2.1728362,122.75409315,39.04208519,-6.10609418,34.00984774,Posterior deltoid,DELT3,0.500000
sobol__0002565@@biceps@@0.50,106.92862007,114.28667081,-40.2221526,100.56903455,-76.77822731,5.40391559,-24.73038663,Biceps,BIClong;BICshort,0.500000
sobol__0002495@@triceps@@0.75,-52.15341118,85.21440519,-13.70848073,43.31317518,-11.93447731,18.83653277,-43.59757413,Triceps,TRIlong;TRIlat;TRImed,0.750000
sobol__0002159@@coracobrachialis@@0.25,-43.36434868,74.80424894,-57.94676198,41.53583143,21.50302269,22.5962984,0.23055087,Coracobrachialis,CORB,0.250000
sobol__0001149@@infraspinatus@@0.00,86.23037788,78.96196378,82.27540599,62.13397596,73.18271019,14.35044879,11.56844149,Infraspinatus,INFSP,0.000000
sobol__0001298@@latissimus_dorsi@@0.25,89.39444038,27.92680753,39.20899974,30.39569471,-79.62978981,-8.96009809,-6.00968351,Latissimus dorsi,LAT1;LAT2;LAT3,0.250000
sobol__0001711@@coracobrachialis@@0.25,-47.18759087,105.74907316,38.18360911,69.37030409,-34.16103981,17.0506441,27.62312899,Coracobrachialis,CORB,0.250000
