sample_id,elv_angle,shoulder_elv,shoulder_rot,elbow_flexion,pro_sup,deviation,flexion,capacity_target,capacity_muscles,capacity_scale
sobol__0000925@@subscapularis@@0.50,80.51748726,91.33989347,83.3740388,111.58221815,27.79208519,18.77671832,44.32234774,Subscapularis,SUBSC,0.500000
sobol__0003259@@latissimus_dorsi@@0.75,15.08291694,109.77983488,-31.79930104,66.22821424,-36.38760231,-3.26063519,-43.77335538,Latissimus dorsi,LAT1;LAT2;LAT3,0.750000
sobol__0001333@@pectoralis_major@@0.75,114.70694038,107.14555753,13.42774974,77.11444471,-77.12978981,9.08677691,-45.38468351,Pectoralis major,PECM1;PECM2;PECM3,0.750000
sobol__0000159@@infraspinatus@@0.50,-55.36141899,103.65434659,79.12599193,23.34979627,59.19833519,10.94956988,-15.79483976,Infraspinatus,INFSP,0.500000
sobol__0002986@@coracobrachialis@@0.25,111.49893257,64.77495206,73.15675365,49.0260658,31.03427269,-6.42225629,41.12898837,Coracobrachialis,CORB,0.250000
sobol__0001423@@brachioradialis@@0.75,-37.87118462,87.34087003,-16.45506276,90.82538221,59.74521019,12.23130816,25.39656649,Brachioradialis,BRD,0.750000
sobol__0002761@@supraspinatus@@0.00,69.66299507,114.79448331,76.3794099,89.90497205,32.59677269,20.57969684,-39.26163663,Supraspinatus,SUPSP,0.000000
sobol__0002565@@anterior_deltoid@@0.25,106.92862007,114.28667081,-40.2221526,100.56903455,-76.77822731,5.40391559,-24.73038663,Anterior deltoid,DELT1,0.250000
anchor__neutral@@middle_deltoid@@0.25,0,0,0,0,0,0,0,Middle deltoid,DELT2,0.250000
sobol__0001423@@brachialis@@0.25,-37.87118462,87.34087003,-16.45506276,90.82538221,59.74521019,12.23130816,25.39656649,Brachialis,BRA,0.250000
sobol__0000625@@supraspinatus@@0.00,52.04092476,70.77348722,-38.79392995,54.4533119,79.35458519,9.0013277,-41.22452726,Supraspinatus,SUPSP,0.000000
sobol__0002303@@subscapularis@@0.75,-51.09872368,96.64018644,-31.57957448,101.96551893,-71.62197731,15.62364215,40.07430087,Subscapularis,SUBSC,0.750000
sobol__0002025@@supraspinatus@@0.25,67.77334663,118.69829191,-27.14842214,91.96796034,5.52646019,0.43931598,-8.70499601,Supraspinatus,SUPSP,0.250000
sobol__0000165@@triceps@@0.50,99.32608101,113.81059659,25.21974193,29.44354627,61.69833519,-6.00355512,-40.16983976,Triceps,TRIlong;TRIlat;TRImed,0.500000
sobol__0000704@@anterior_deltoid@@0.75,-54.13095024,49.95317472,-39.37986745,129.1017494,73.72958519,14.60679645,-37.00577726,Anterior deltoid,DELT1,0.750000
sobol__0002761@@posterior_deltoid@@0.00,69.66299507,114.79448331,76.3794099,89.90497205,32.59677269,20.57969684,-39.26163663,Posterior deltoid,DELT3,0.000000
sobol__0002554@@triceps@@0.50,106.75283882,17.16753019,50.74464427,115.42255018,-53.18447731,-9.87440473,-10.78507413,Triceps,TRIlong;TRIlat;TRImed,0.500000
sobol__0001310@@brachialis@@0.25,33.14444038,3.55180753,86.08399974,87.27069471,70.37021019,6.35240191,-13.50968351,Brachialis,BRA,0.250000
sobol__0000976@@coracobrachialis@@0.75,-47.45126274,51.73051847,84.5459138,15.09784315,-3.45791481,1.00328082,47.13484774,Coracobrachialis,CORB,0.750000
sobol__0003516@@brachialis@@0.75,-7.06552056,3.90092863,88.61085521,118.78680799,21.42489769,0.22569293,44.58601962,Brachialis,BRA,0.750000
sobol__0002025@@posterior_deltoid@@0.00,67.77334663,118.69829191,-27.14842214,91.96796034,5.52646019,0.43931598,-8.70499601,Posterior deltoid,DELT3,0.000000
sobol__0001887@@teres_major@@0.50,-58.08602837,81.62797941,-4.29685964,0.05389784,22.40146019,-7.08021527,39.57625399,Teres major,TMAJ,0.500000
sobol__0003041@@subscapularis@@0.25,34.15518257,69.85307706,-59.26512135,3.3229408,44.78427269,6.42930621,36.44148837,Subscapularis,SUBSC,0.250000
sobol__0001180@@posterior_deltoid@@0.50,-10.09774712,55.09477628,-3.85740651,73.81366346,-69.94228981,-9.84876996,16.72469149,Posterior deltoid,DELT3,0.500000
anchor__forward_45@@teres_major@@0.00,90,45,0,0,0,0,0,Teres major,TMAJ,0.000000
sobol__0003244@@pectoralis_major@@0.75,-1.79208306,0.09233488,-36.48680104,5.29071424,-51.38760231,13.14561481,-55.02335538,Pectoralis major,PECM1;PECM2;PECM3,0.750000
sobol__0001387@@latissimus_dorsi@@0.00,23.30069038,95.97368253,56.78712474,29.38006971,56.62021019,14.28208941,-8.82218351,Latissimus dorsi,LAT1;LAT2;LAT3,0.000000
sobol__0001837@@subscapularis@@0.25,86.75772163,94.83110441,-59.37498464,90.44452284,26.15146019,14.52134723,-2.61124601,Subscapularis,SUBSC,0.250000
sobol__0002761@@biceps@@0.00,69.66299507,114.79448331,76.3794099,89.90497205,32.59677269,20.57969684,-39.26163663,Biceps,BIClong;BICshort,0.000000
sobol__0002495@@brachioradialis@@0.25,-52.15341118,85.21440519,-13.70848073,43.31317518,-11.93447731,18.83653277,-43.59757413,Brachioradialis,BRD,0.250000
sobol__0002698@@latissimus_dorsi@@0.75,118.88174507,34.56010831,86.9262849,84.82684705,-28.65322731,22.49375934,-27.07413663,Latissimus dorsi,LAT1;LAT2;LAT3,0.750000
sobol__0000220@@posterior_deltoid@@0.50,-14.58016899,53.88872159,89.67286693,30.45917127,-44.55166481,13.41050738,-35.48233976,Posterior deltoid,DELT3,0.500000
sobol__0003681@@subscapularis@@0.00,34.94619819,99.2427255,27.52687083,0.33954237,-14.04385231,-6.91786176,-7.09366788,Subscapularis,SUBSC,0.000000
sobol__0003070@@latissimus_dorsi@@0.00,39.78018257,0.79057706,76.67237865,129.2604408,-40.21572731,14.08555621,10.19148837,Latissimus dorsi,LAT1;LAT2;LAT3,0.000000
sobol__0001400@@brachialis@@0.00,-27.32430962,2.53618253,14.59962474,41.56756971,51.62021019,-8.68666059,-42.57218351,Brachialis,BRA,0.000000
sobol__0000234@@triceps@@0.25,111.98233101,59.98247159,63.89161693,97.49042127,72.94833519,3.01988238,-22.35733976,Triceps,TRIlong;TRIlat;TRImed,0.250000
sobol__0000038@@teres_minor@@0.25,53.62295601,59.47465909,-44.50682057,102.06073377,-36.42666481,22.84410113,-34.07608976,Teres minor,TMIN,0.250000
sobol__0004065@@supraspinatus@@0.50,33.89151069,118.79350675,7.89796458,62.03876112,-34.35635231,11.88096637,52.67195712,Supraspinatus,SUPSP,0.500000
sobol__0002576@@pectoralis_major@@0.75,-44.94637993,61.47417081,11.3403474,7.13153455,28.22177269,-4.43983441,-43.48038663,Pectoralis major,PECM1;PECM2;PECM3,0.750000
sobol__0002818@@brachioradialis@@0.75,84.07705757,31.76713956,78.43019115,88.1276283,61.65927269,-8.47303754,25.66023837,Brachioradialis,BRD,0.750000
sobol__0001702@@brachialis@@0.25,54.06240913,0.12407316,66.30860911,61.24530409,-24.16103981,-7.0118559,-24.87687101,Brachialis,BRA,0.250000
sobol__0001149@@coracobrachialis@@0.25,86.23037788,78.96196378,82.27540599,62.13397596,73.18271019,14.35044879,11.56844149,Coracobrachialis,CORB,0.250000
sobol__0003070@@teres_major@@0.50,39.78018257,0.79057706,76.67237865,129.2604408,-40.21572731,14.08555621,10.19148837,Teres major,TMAJ,0.500000
sobol__0000886@@pectoralis_major@@0.50,74.18936226,43.09770597,76.9287263,0.37128065,-64.08291481,23.01499957,40.10359774,Pectoralis major,PECM1;PECM2;PECM3,0.500000
sobol__0001310@@latissimus_dorsi@@0.50,33.14444038,3.55180753,86.08399974,87.27069471,70.37021019,6.35240191,-13.50968351,Latissimus dorsi,LAT1;LAT2;LAT3,0.500000
sobol__0002117@@supraspinatus@@0.75,105.69815132,101.21049894,-55.60301198,120.75458143,54.00302269,10.0181734,-1.64444913,Supraspinatus,SUPSP,0.750000
sobol__0000016@@brachioradialis@@0.50,-44.81454399,53.38090909,-28.10057057,39.09198377,6.07333519,-9.42152387,-20.95108976,Brachioradialis,BRD,0.500000
sobol__0001337@@teres_major@@0.50,58.45694038,115.27055753,-33.44725026,3.98944471,72.87021019,24.39927691,-52.88468351,Teres major,TMAJ,0.500000
sobol__0000925@@teres_major@@0.25,80.51748726,91.33989347,83.3740388,111.58221815,27.79208519,18.77671832,44.32234774,Teres major,TMAJ,0.250000
sobol__0002698@@brachioradialis@@0.25,118.88174507,34.56010831,86.9262849,84.82684705,-28.65322731,22.49375934,-27.07413663,Brachioradialis,BRD,0.250000
sobol__0000511@@posterior_deltoid@@0.75,-50.79110649,73.94731534,-37.18260182,30.71307752,17.01083519,-6.07191449,-12.27921476,Posterior deltoid,DELT3,0.750000
sobol__0000309@@biceps@@0.50,114.44326851,90.70512784,-50.65916432,119.58026502,6.38583519,1.44761676,-43.68546476,Biceps,BIClong;BICshort,0.500000
sobol__0000501@@coracobrachialis@@0.00,117.95889351,65.82231534,28.44239818,6.33807752,47.01083519,9.24058551,-19.77921476,Coracobrachialis,CORB,0.000000
sobol__0004065@@subscapularis@@0.25,33.89151069,118.79350675,7.89796458,62.03876112,-34.35635231,11.88096637,52.67195712,Subscapularis,SUBSC,0.250000
sobol__0000511@@latissimus_dorsi@@0.00,-50.79110649,73.94731534,-37.18260182,30.71307752,17.01083519,-6.07191449,-12.27921476,Latissimus dorsi,LAT1;LAT2;LAT3,0.000000
sobol__0002554@@middle_deltoid@@0.00,106.75283882,17.16753019,50.74464427,115.42255018,-53.18447731,-9.87440473,-10.78507413,Middle deltoid,DELT2,0.000000
sobol__0002193@@coracobrachialis@@0.25,45.93252632,119.99956144,-18.68894948,33.91864393,39.62802269,10.42832965,46.63680087,Coracobrachialis,CORB,0.250000
anchor__forward_45@@latissimus_dorsi@@0.00,90,45,0,0,0,0,0,Latissimus dorsi,LAT1;LAT2;LAT3,0.000000
sobol__0001887@@teres_minor@@0.50,-58.08602837,81.62797941,-4.29685964,0.05389784,22.40146019,-7.08021527,39.57625399,Teres minor,TMIN,0.500000
sobol__0001013@@subscapularis@@0.75,118.48623726,98.44926847,-2.1728362,122.75409315,39.04208519,-6.10609418,34.00984774,Subscapularis,SUBSC,0.750000
sobol__0001400@@triceps@@0.00,-27.32430962,2.53618253,14.59962474,41.56756971,51.62021019,-8.68666059,-42.57218351,Triceps,TRIlong;TRIlat;TRImed,0.000000
sobol__0000511@@subscapularis@@0.00,-50.79110649,73.94731534,-37.18260182,30.71307752,17.01083519,-6.07191449,-12.27921476,Subscapularis,SUBSC,0.000000
sobol__0001387@@pectoralis_major@@0.50,23.30069038,95.97368253,56.78712474,29.38006971,56.62021019,14.28208941,-8.82218351,Pectoralis major,PECM1;PECM2;PECM3,0.500000
anchor__forward_45@@pectoralis_major@@0.00,90,45,0,0,0,0,0,Pectoralis major,PECM1;PECM2;PECM3,0.000000
sobol__0000557@@brachialis@@0.75,87.19717476,83.97661222,70.19044505,67.6564369,60.60458519,5.4466402,-47.78702726,Brachialis,BRA,0.750000
sobol__0000976@@posterior_deltoid@@0.50,-47.45126274,51.73051847,84.5459138,15.09784315,-3.45791481,1.00328082,47.13484774,Posterior deltoid,DELT3,0.500000
sobol__0001337@@subscapularis@@0.25,58.45694038,115.27055753,-33.44725026,3.98944471,72.87021019,24.39927691,-52.88468351,Subscapularis,SUBSC,0.250000
sobol__0001369@@coracobrachialis@@0.50,54.23819038,98.00493253,-15.86912526,47.66131971,-5.87978981,3.89146441,-10.69718351,Coracobrachialis,CORB,0.500000
sobol__0000463@@brachialis@@0.00,-42.35360649,88.16606534,77.66114818,12.43182752,74.51083519,-8.80628949,-44.15421476,Brachialis,BRA,0.000000
sobol__0004065@@brachialis@@0.50,33.89151069,118.79350675,7.89796458,62.03876112,-34.35635231,11.88096637,52.67195712,Brachialis,BRA,0.500000
sobol__0003637@@infraspinatus@@0.50,115.10244819,96.1958505,33.38624583,80.57391737,64.70614769,15.77745074,-36.15616788,Infraspinatus,INFSP,0.500000
sobol__0003637@@brachialis@@0.50,115.10244819,96.1958505,33.38624583,80.57391737,64.70614769,15.77745074,-36.15616788,Brachialis,BRA,0.500000
sobol__0001202@@teres_minor@@0.00,93.96475288,44.93852628,87.54884349,104.28241346,-77.44228981,2.72935504,-30.15030851,Teres minor,TMIN,0.000000
sobol__0000603@@teres_major@@0.75,9.85342476,113.42973722,-41.13767995,109.2970619,6.85458519,23.7669527,39.40047274,Teres major,TMAJ,0.750000
sobol__0001262@@brachialis@@0.50,44.74600288,60.17290128,-58.93553151,17.95428846,-63.69228981,12.84654254,-53.58780851,Brachialis,BRA,0.500000
sobol__0000625@@subscapularis@@0.00,52.04092476,70.77348722,-38.79392995,54.4533119,79.35458519,9.0013277,-41.22452726,Subscapularis,SUBSC,0.000000
sobol__0001180@@posterior_deltoid@@0.25,-10.09774712,55.09477628,-3.85740651,73.81366346,-69.94228981,-9.84876996,16.72469149,Posterior deltoid,DELT3,0.250000
sobol__0000871@@triceps@@0.75,-32.68563774,87.78520597,-49.6337737,20.68378065,50.91708519,8.79624957,43.85359774,Triceps,TRIlong;TRIlat;TRImed,0.750000
