sample_id,elv_angle,shoulder_elv,shoulder_rot,elbow_flexion,pro_sup,deviation,flexion,capacity_target,capacity_muscles,capacity_scale
sobol__0000976@@latissimus_dorsi@@0.00,-47.45126274,51.73051847,84.5459138,15.09784315,-3.45791481,1.00328082,47.13484774,Latissimus dorsi,LAT1;LAT2;LAT3,0.000000
sobol__0003296@@triceps@@0.00,-56.63583306,43.76420988,39.68507396,38.80633924,-2.63760231,13.41905231,22.78914462,Triceps,TRIlong;TRIlat;TRImed,0.000000
sobol__0000949@@supraspinatus@@0.00,117.07998726,85.24614347,43.5302888,20.17596815,-64.70791481,5.10484332,-13.80265226,Supraspinatus,SUPSP,0.000000
sobol__0003516@@triceps@@0.75,-7.06552056,3.90092863,88.61085521,118.78680799,21.42489769,0.22569293,44.58601962,Triceps,TRIlong;TRIlat;TRImed,0.750000
sobol__0000511@@middle_deltoid@@0.50,-50.79110649,73.94731534,-37.18260182,30.71307752,17.01083519,-6.07191449,-12.27921476,Middle deltoid,DELT2,0.500000
sobol__0000976@@teres_minor@@0.75,-47.45126274,51.73051847,84.5459138,15.09784315,-3.45791481,1.00328082,47.13484774,Teres minor,TMIN,0.750000
sobol__0003146@@teres_major@@0.75,117.03604194,44.27202238,74.25538646,98.22040174,65.48739769,6.71983356,8.25789462,Teres major,TMAJ,0.750000
sobol__0000309@@brachialis@@0.75,114.44326851,90.70512784,-50.65916432,119.58026502,6.38583519,1.44761676,-43.68546476,Brachialis,BRA,0.750000
sobol__0000860@@anterior_deltoid@@0.00,-12.99813774,0.44145597,79.2724763,95.84003065,-11.58291481,9.34312457,-40.52140226,Anterior deltoid,DELT1,0.000000
sobol__0002272@@posterior_deltoid@@0.25,-56.72372368,27.57768644,66.85792552,24.77801893,73.37802269,5.77989215,6.32430087,Posterior deltoid,DELT3,0.250000
sobol__0000463@@brachioradialis@@0.75,-42.35360649,88.16606534,77.66114818,12.43182752,74.51083519,-8.80628949,-44.15421476,Brachioradialis,BRD,0.750000
sobol__0003295@@pectoralis_major@@0.00,-59.44833306,78.29545988,84.21632396,28.65008924,24.86239769,9.59092731,-42.83585538,Pectoralis major,PECM1;PECM2;PECM3,0.000000
sobol__0002495@@brachialis@@0.00,-52.15341118,85.21440519,-13.70848073,43.31317518,-11.93447731,18.83653277,-43.59757413,Brachialis,BRA,0.000000
sobol__0001954@@coracobrachialis@@0.50,77.61709663,16.12016691,67.77345286,107.20233534,79.27646019,-3.66224652,-4.01749601,Coracobrachialis,CORB,0.500000
sobol__0001702@@triceps@@0.25,54.06240913,0.12407316,66.30860911,61.24530409,-24.16103981,-7.0118559,-24.87687101,Triceps,TRIlong;TRIlat;TRImed,0.250000
sobol__0001711@@teres_major@@0.25,-47.18759087,105.74907316,38.18360911,69.37030409,-34.16103981,17.0506441,27.62312899,Teres major,TMAJ,0.250000
sobol__0003667@@posterior_deltoid@@0.25,-1.61630181,97.2114755,-45.12937917,51.12079237,43.45614769,16.59776324,-5.21866788,Posterior deltoid,DELT3,0.250000
sobol__0001337@@pectoralis_major@@0.00,58.45694038,115.27055753,-33.44725026,3.98944471,72.87021019,24.39927691,-52.88468351,Pectoralis major,PECM1;PECM2;PECM3,0.000000
sobol__0003244@@triceps@@0.00,-1.79208306,0.09233488,-36.48680104,5.29071424,-51.38760231,13.14561481,-55.02335538,Triceps,TRIlong;TRIlat;TRImed,0.000000
sobol__0003758@@supraspinatus@@0.75,42.68057319,0.219288,31.62843333,93.26922987,15.33114769,24.11729449,41.18758212,Supraspinatus,SUPSP,0.750000
sobol__0003070@@latissimus_dorsi@@0.25,39.78018257,0.79057706,76.67237865,129.2604408,-40.21572731,14.08555621,10.19148837,Latissimus dorsi,LAT1;LAT2;LAT3,0.250000
sobol__0002239@@coracobrachialis@@0.50,-52.50497368,109.84331144,72.71730052,15.63739393,27.12802269,17.53770465,-0.23819913,Coracobrachialis,CORB,0.500000
sobol__0000111@@brachialis@@0.75,-43.40829399,99.08403409,48.07130443,121.35760877,72.32333519,1.24253863,-8.76358976,Brachialis,BRA,0.750000
sobol__0003876@@posterior_deltoid@@0.50,7.87588569,29.92631925,58.87452708,128.56219862,65.01864769,20.49424762,-11.54679288,Posterior deltoid,DELT3,0.500000
