sample_id,elv_angle,shoulder_elv,shoulder_rot,elbow_flexion,pro_sup,deviation,flexion,capacity_target,capacity_muscles,capacity_scale
sobol__0001400@@teres_minor@@0.00,-27.32430962,2.53618253,14.59962474,41.56756971,51.62021019,-8.68666059,-42.57218351,Teres minor,TMIN,0.000000
sobol__0002159@@anterior_deltoid@@0.25,-43.36434868,74.80424894,-57.94676198,41.53583143,21.50302269,22.5962984,0.23055087,Anterior deltoid,DELT1,0.250000
sobol__0002012@@pectoralis_major@@0.25,-13.78915337,27.29204191,64.25782786,122.43671034,-76.97353981,23.95494098,34.42000399,Pectoralis major,PECM1;PECM2;PECM3,0.250000
sobol__0001387@@supraspinatus@@0.75,23.30069038,95.97368253,56.78712474,29.38006971,56.62021019,14.28208941,-8.82218351,Supraspinatus,SUPSP,0.750000
sobol__0002576@@triceps@@0.00,-44.94637993,61.47417081,11.3403474,7.13153455,28.22177269,-4.43983441,-43.48038663,Triceps,TRIlong;TRIlat;TRImed,0.000000
sobol__0004065@@anterior_deltoid@@0.25,33.89151069,118.79350675,7.89796458,62.03876112,-34.35635231,11.88096637,52.67195712,Anterior deltoid,DELT1,0.250000
sobol__0001180@@brachioradialis@@0.00,-10.09774712,55.09477628,-3.85740651,73.81366346,-69.94228981,-9.84876996,16.72469149,Brachioradialis,BRD,0.000000
sobol__0000257@@brachioradialis@@0.00,38.50576851,121.17387784,-1.44041432,24.11151502,3.88583519,4.18199176,-56.81046476,Brachioradialis,BRD,0.000000
anchor__forward_45@@middle_deltoid@@0.50,90,45,0,0,0,0,0,Middle deltoid,DELT2,0.500000
sobol__0003259@@pectoralis_major@@0.00,15.08291694,109.77983488,-31.79930104,66.22821424,-36.38760231,-3.26063519,-43.77335538,Pectoralis major,PECM1;PECM2;PECM3,0.000000
sobol__0000961@@brachialis@@0.25,36.92373726,80.16801847,-51.3915862,27.28534315,31.54208519,-4.46546918,50.88484774,Brachialis,BRA,0.250000
sobol__0002698@@triceps@@0.25,118.88174507,34.56010831,86.9262849,84.82684705,-28.65322731,22.49375934,-27.07413663,Triceps,TRIlong;TRIlat;TRImed,0.250000
sobol__0002159@@posterior_deltoid@@0.00,-43.36434868,74.80424894,-57.94676198,41.53583143,21.50302269,22.5962984,0.23055087,Posterior deltoid,DELT3,0.000000
sobol__0000111@@middle_deltoid@@0.00,-43.40829399,99.08403409,48.07130443,121.35760877,72.32333519,1.24253863,-8.76358976,Middle deltoid,DELT2,0.000000
sobol__0003274@@infraspinatus@@0.50,114.92666694,1.10795988,42.02882396,122.08758924,-70.13760231,19.43467731,-24.08585538,Infraspinatus,INFSP,0.500000
sobol__0002495@@infraspinatus@@0.25,-52.15341118,85.21440519,-13.70848073,43.31317518,-11.93447731,18.83653277,-43.59757413,Infraspinatus,INFSP,0.250000
sobol__0003323@@triceps@@0.00,16.48916694,96.57670988,72.49757396,42.86883924,62.36239769,-0.79969769,4.03914462,Triceps,TRIlong;TRIlat;TRImed,0.000000
sobol__0000223@@infraspinatus@@0.25,-59.58016899,86.38872159,-22.82713307,127.95917127,-4.55166481,22.16050738,54.51766024,Infraspinatus,INFSP,0.250000
sobol__0002159@@biceps@@0.00,-43.36434868,74.80424894,-57.94676198,41.53583143,21.50302269,22.5962984,0.23055087,Biceps,BIClong;BICshort,0.000000
sobol__0000463@@brachioradialis@@0.00,-42.35360649,88.16606534,77.66114818,12.43182752,74.51083519,-8.80628949,-44.15421476,Brachioradialis,BRD,0.000000
sobol__0000165@@posterior_deltoid@@0.50,99.32608101,113.81059659,25.21974193,29.44354627,61.69833519,-6.00355512,-40.16983976,Posterior deltoid,DELT3,0.500000
sobol__0003667@@latissimus_dorsi@@0.00,-1.61630181,97.2114755,-45.12937917,51.12079237,43.45614769,16.59776324,-5.21866788,Latissimus dorsi,LAT1;LAT2;LAT3,0.000000
sobol__0003323@@teres_major@@0.25,16.48916694,96.57670988,72.49757396,42.86883924,62.36239769,-0.79969769,4.03914462,Teres major,TMAJ,0.250000
sobol__0002012@@triceps@@0.00,-13.78915337,27.29204191,64.25782786,122.43671034,-76.97353981,23.95494098,34.42000399,Triceps,TRIlong;TRIlat;TRImed,0.000000
sobol__0001202@@biceps@@0.25,93.96475288,44.93852628,87.54884349,104.28241346,-77.44228981,2.72935504,-30.15030851,Biceps,BIClong;BICshort,0.250000
sobol__0002818@@coracobrachialis@@0.75,84.07705757,31.76713956,78.43019115,88.1276283,61.65927269,-8.47303754,25.66023837,Coracobrachialis,CORB,0.750000
sobol__0001333@@anterior_deltoid@@0.75,114.70694038,107.14555753,13.42774974,77.11444471,-77.12978981,9.08677691,-45.38468351,Anterior deltoid,DELT1,0.750000
sobol__0002594@@latissimus_dorsi@@0.75,75.99112007,2.56792081,83.9965974,53.85028455,-79.27822731,24.54454059,-41.60538663,Latissimus dorsi,LAT1;LAT2;LAT3,0.750000
sobol__0000625@@teres_major@@0.75,52.04092476,70.77348722,-38.79392995,54.4533119,79.35458519,9.0013277,-41.22452726,Teres major,TMAJ,0.750000
sobol__0004067@@supraspinatus@@0.00,-11.10848931,86.29350675,-29.60203542,29.53876112,5.64364769,3.13096637,22.67195712,Supraspinatus,SUPSP,0.000000
sobol__0000245@@middle_deltoid@@0.75,117.60733101,129.04497159,-25.17088307,36.55292127,-72.05166481,10.67613238,-56.10733976,Middle deltoid,DELT2,0.750000
sobol__0000159@@triceps@@0.25,-55.36141899,103.65434659,79.12599193,23.34979627,59.19833519,10.94956988,-15.79483976,Triceps,TRIlong;TRIlat;TRImed,0.250000
sobol__0000949@@teres_major@@0.75,117.07998726,85.24614347,43.5302888,20.17596815,-64.70791481,5.10484332,-13.80265226,Teres major,TMAJ,0.750000
sobol__0000223@@brachioradialis@@0.50,-59.58016899,86.38872159,-22.82713307,127.95917127,-4.55166481,22.16050738,54.51766024,Brachioradialis,BRD,0.500000
sobol__0000038@@brachioradialis@@0.00,53.62295601,59.47465909,-44.50682057,102.06073377,-36.42666481,22.84410113,-34.07608976,Brachioradialis,BRD,0.000000
sobol__0002339@@brachioradialis@@0.25,-14.88778618,94.86284269,-34.21629323,46.86786268,-47.55947731,23.89512652,-11.25382413,Brachioradialis,BRD,0.250000
sobol__0000257@@anterior_deltoid@@0.00,38.50576851,121.17387784,-1.44041432,24.11151502,3.88583519,4.18199176,-56.81046476,Anterior deltoid,DELT1,0.000000
sobol__0002272@@brachioradialis@@0.00,-56.72372368,27.57768644,66.85792552,24.77801893,73.37802269,5.77989215,6.32430087,Brachioradialis,BRD,0.000000
sobol__0000860@@posterior_deltoid@@0.50,-12.99813774,0.44145597,79.2724763,95.84003065,-11.58291481,9.34312457,-40.52140226,Posterior deltoid,DELT3,0.500000
sobol__0000801@@latissimus_dorsi@@0.25,30.59561226,119.26958097,-39.0868987,48.10565565,54.66708519,-6.24281293,-18.95890226,Latissimus dorsi,LAT1;LAT2;LAT3,0.250000
sobol__0000560@@brachialis@@0.00,-42.17782524,55.53911222,9.25294505,31.0939369,55.60458519,6.5403902,-59.03702726,Brachialis,BRA,0.000000
sobol__0001400@@latissimus_dorsi@@0.75,-27.32430962,2.53618253,14.59962474,41.56756971,51.62021019,-8.68666059,-42.57218351,Latissimus dorsi,LAT1;LAT2;LAT3,0.750000
sobol__0002117@@coracobrachialis@@0.75,105.69815132,101.21049894,-55.60301198,120.75458143,54.00302269,10.0181734,-1.64444913,Coracobrachialis,CORB,0.750000
sobol__0002313@@subscapularis@@0.75,72.29971382,121.26909269,-36.56004323,113.89911268,-35.05947731,9.12950152,13.12117587,Subscapularis,SUBSC,0.750000
