sample_id,elv_angle,shoulder_elv,shoulder_rot,elbow_flexion,pro_sup,deviation,flexion,capacity_target,capacity_muscles,capacity_scale
sobol__0002313@@anterior_deltoid@@0.00,72.29971382,121.26909269,-36.56004323,113.89911268,-35.05947731,9.12950152,13.12117587,Anterior deltoid,DELT1,0.000000
sobol__0004077@@posterior_deltoid@@0.00,90.14151069,110.66850675,-38.97703542,118.91376112,35.64364769,18.44346637,45.17195712,Posterior deltoid,DELT3,0.000000
sobol__0003758@@brachialis@@0.00,42.68057319,0.219288,31.62843333,93.26922987,15.33114769,24.11729449,41.18758212,Brachialis,BRA,0.000000
sobol__0003303@@subscapularis@@0.25,-34.13583306,125.01420988,58.43507396,55.05633924,-22.63760231,17.79405231,-52.21085538,Subscapularis,SUBSC,0.250000
sobol__0001480@@biceps@@0.25,-19.58993462,55.85649503,85.49806224,34.96600721,-24.00478981,14.14537066,28.20906649,Biceps,BIClong;BICshort,0.250000
sobol__0001480@@subscapularis@@0.50,-19.58993462,55.85649503,85.49806224,34.96600721,-24.00478981,14.14537066,28.20906649,Subscapularis,SUBSC,0.500000
sobol__0001425@@middle_deltoid@@0.50,46.50381538,83.27837003,-39.89256276,103.01288221,24.74521019,22.07505816,-8.35343351,Middle deltoid,DELT2,0.500000
sobol__0001480@@anterior_deltoid@@0.25,-19.58993462,55.85649503,85.49806224,34.96600721,-24.00478981,14.14537066,28.20906649,Anterior deltoid,DELT1,0.250000
sobol__0003303@@latissimus_dorsi@@0.25,-34.13583306,125.01420988,58.43507396,55.05633924,-22.63760231,17.79405231,-52.21085538,Latissimus dorsi,LAT1;LAT2;LAT3,0.250000
sobol__0000860@@middle_deltoid@@0.25,-12.99813774,0.44145597,79.2724763,95.84003065,-11.58291481,9.34312457,-40.52140226,Middle deltoid,DELT2,0.250000
sobol__0003303@@triceps@@0.25,-34.13583306,125.01420988,58.43507396,55.05633924,-22.63760231,17.79405231,-52.21085538,Triceps,TRIlong;TRIlat;TRImed,0.250000
sobol__0001337@@brachialis@@0.50,58.45694038,115.27055753,-33.44725026,3.98944471,72.87021019,24.39927691,-52.88468351,Brachialis,BRA,0.500000
sobol__0003303@@latissimus_dorsi@@0.75,-34.13583306,125.01420988,58.43507396,55.05633924,-22.63760231,17.79405231,-52.21085538,Latissimus dorsi,LAT1;LAT2;LAT3,0.750000
sobol__0002761@@latissimus_dorsi@@0.00,69.66299507,114.79448331,76.3794099,89.90497205,32.59677269,20.57969684,-39.26163663,Latissimus dorsi,LAT1;LAT2;LAT3,0.000000
sobol__0003876@@teres_minor@@0.75,7.87588569,29.92631925,58.87452708,128.56219862,65.01864769,20.49424762,-11.54679288,Teres minor,TMIN,0.750000
sobol__0000223@@brachialis@@0.75,-59.58016899,86.38872159,-22.82713307,127.95917127,-4.55166481,22.16050738,54.51766024,Brachialis,BRA,0.750000
sobol__0001711@@infraspinatus@@0.00,-47.18759087,105.74907316,38.18360911,69.37030409,-34.16103981,17.0506441,27.62312899,Infraspinatus,INFSP,0.000000
sobol__0001425@@subscapularis@@0.75,46.50381538,83.27837003,-39.89256276,103.01288221,24.74521019,22.07505816,-8.35343351,Subscapularis,SUBSC,0.750000
sobol__0000257@@teres_major@@0.75,38.50576851,121.17387784,-1.44041432,24.11151502,3.88583519,4.18199176,-56.81046476,Teres major,TMAJ,0.750000
sobol__0002549@@teres_major@@0.25,118.00283882,106.54253019,-33.63035573,91.04755018,16.81552269,-3.31190473,26.71492587,Teres major,TMAJ,0.250000
sobol__0002698@@subscapularis@@0.25,118.88174507,34.56010831,86.9262849,84.82684705,-28.65322731,22.49375934,-27.07413663,Subscapularis,SUBSC,0.250000
sobol__0000501@@teres_minor@@0.75,117.95889351,65.82231534,28.44239818,6.33807752,47.01083519,9.24058551,-19.77921476,Teres minor,TMIN,0.750000
sobol__0000165@@pectoralis_major@@0.25,99.32608101,113.81059659,25.21974193,29.44354627,61.69833519,-6.00355512,-40.16983976,Pectoralis major,PECM1;PECM2;PECM3,0.250000
sobol__0003974@@brachioradialis@@0.50,63.42276069,54.80913175,9.06983958,0.08563612,66.89364769,2.85752887,-34.51554288,Brachioradialis,BRD,0.500000
